Date,Black,White,ResultCode,GameKey,BlackFirstAppearance,WhiteFirstAppearance,BlackStartRating,WhiteStartRating,Gb_Before,Gw_Before,Kb,Kw,Rb_Before,Rw_Before,ExpectedBlack,ExpectedWhite,Rb_After,Rw_After,Gb_After,Gw_After
2023-03-10,Wang Yuanjun,Lin Shixun,W+1.5,2023-03-10|Wang Yuanjun|Lin Shixun|W+1.5,FALSE,FALSE,3000,3000,22,13,40,40,3190.0717732469966,3104.425053869071,0.620818114373934,0.37918188562606603,3165.239048672039,3129.257778444028,23,14
2023-03-10,Xie Ke,Dang Yifei,W+R,2023-03-10|Xie Ke|Dang Yifei|W+R,FALSE,FALSE,3000,3000,6,10,40,40,2977.9920073598696,3043.922029628361,0.4062417760755173,0.5937582239244827,2961.742336316849,3060.1717006713816,7,11
2023-03-10,Xu Jingen,Niu Shite,B+R,2023-03-10|Xu Jingen|Niu Shite|B+R,FALSE,FALSE,3000,3000,26,14,40,40,3202.626757100674,3084.272522834002,0.6640291700606464,0.33597082993935357,3216.065590298248,3070.8336896364276,27,15
2023-03-11,Han Seungjoo,Park Junghwan,B+R,2023-03-11|Han Seungjoo|Park Junghwan|B+R,FALSE,FALSE,3000,3000,12,34,40,40,3085.779673158634,3178.190848023516,0.3700595192986295,0.6299404807013704,3110.977292386689,3152.993228795461,13,35
2023-03-11,Kang Seungmin,Park Jonghoon,B+R,2023-03-11|Kang Seungmin|Park Jonghoon|B+R,FALSE,FALSE,3000,3000,6,11,40,40,3034.1607637704146,2928.9094173147937,0.6469993641244934,0.35300063587550656,3048.2807892054348,2914.7893918797736,7,12
2023-03-11,Kim Jinhwi,Kang Dongyun,W+3.5,2023-03-11|Kim Jinhwi|Kang Dongyun|W+3.5,FALSE,FALSE,3000,3000,9,21,40,40,3019.891023369596,3035.9122274486167,0.476959962289174,0.523040037710826,3000.812624878029,3054.9906259401837,10,22
2023-03-11,Lee Wonyoung,Park Geunho,W+0.5,2023-03-11|Lee Wonyoung|Park Geunho|W+0.5,FALSE,FALSE,3000,3000,12,20,40,40,3044.330484974896,3013.6628009225783,0.544020078972145,0.455979921027855,3022.5696818160104,3035.423604081464,13,21
2023-03-11,Park Yeonghun,Cho Hanseung,B+R,2023-03-11|Park Yeonghun|Cho Hanseung|B+R,FALSE,FALSE,3000,3000,11,10,40,40,3023.9801004070364,2982.5108755798915,0.5593972150812767,0.4406027849187233,3041.6042118037853,2964.8867641831425,12,11
2023-03-12,Dang Yifei,Ding Hao,B+R,2023-03-12|Dang Yifei|Ding Hao|B+R,FALSE,FALSE,3000,3000,11,13,40,40,3060.1717006713816,3115.0645496069715,0.42165365708045577,0.5783463429195442,3083.3055543881633,3091.93069589019,12,14
2023-03-12,Hong Mujin,Jian Jingting,B+R,2023-03-12|Hong Mujin|Jian Jingting|B+R,FALSE,FALSE,3000,3000,12,14,40,40,2964.5770778412725,2969.01129651837,0.4936189928160326,0.5063810071839674,2984.8323181286314,2948.756056231011,13,15
2023-03-12,Hsu Chiayuan,Seki Kotaro,W+R,2023-03-12|Hsu Chiayuan|Seki Kotaro|W+R,FALSE,FALSE,3000,3000,8,8,40,40,3035.2330619355885,2972.232799915451,0.5896838680856623,0.4103161319143377,3011.645707212162,2995.8201546388773,9,9
2023-03-12,Lai Junfu,Yun Junsang,W+R,2023-03-12|Lai Junfu|Yun Junsang|W+R,FALSE,FALSE,3000,3000,16,7,40,40,3221.7555489428255,2922.254535272927,0.8486518762103488,0.15134812378965123,3187.8094738944114,2956.200610321341,17,8
2023-03-12,Shin Minjun,Xu Haohong,B+R,2023-03-12|Shin Minjun|Xu Haohong|B+R,FALSE,FALSE,3000,3000,25,16,40,40,3161.296491452465,3069.686343719514,0.6288649234208398,0.37113507657916023,3176.1418945156315,3054.8409406563474,26,17
2023-03-12,Sim Jaeik,Shin Jinseo,W+R,2023-03-12|Sim Jaeik|Shin Jinseo|W+R,FALSE,FALSE,3000,3000,8,27,40,40,3019.1772370831245,3262.4103780770633,0.19779032459711676,0.8022096754028832,3011.2656240992396,3270.321991060948,9,28
2023-03-12,Xu Jingen,Choi Jeong,B+R,2023-03-12|Xu Jingen|Choi Jeong|B+R,FALSE,FALSE,3000,3000,27,21,40,40,3216.065590298248,3064.063923445223,0.7057833521853266,0.2942166478146734,3227.834256210835,3052.295257532636,28,22
2023-03-12,Zhao Chenyu,Lian Xiao,W+R,2023-03-12|Zhao Chenyu|Lian Xiao|W+R,FALSE,FALSE,3000,3000,8,7,40,40,3148.1643435103238,3064.2571179167935,0.61845811095703,0.38154188904297004,3123.4260190720424,3088.995442355075,9,8
2023-03-13,Dang Yifei,Lian Xiao,B+R,2023-03-13|Dang Yifei|Lian Xiao|B+R,FALSE,FALSE,3000,3000,12,8,40,40,3083.3055543881633,3088.995442355075,0.4918123249567779,0.5081876750432222,3103.633061389892,3068.667935353346,13,9
2023-03-13,Jo Bunen,Seki Kotaro,W+R,2023-03-13|Jo Bunen|Seki Kotaro|W+R,FALSE,FALSE,3000,3000,1,9,40,40,3020,2995.8201546388773,0.534741522700736,0.46525847729926395,2998.6103390919707,3017.2098155469066,2,10
2023-03-13,Kim Myounghoon,Han Seungjoo,W+R,2023-03-13|Kim Myounghoon|Han Seungjoo|W+R,FALSE,FALSE,3000,3000,20,13,40,40,3156.6708534711365,3110.977292386689,0.5653817928469679,0.4346182071530321,3134.0555817572576,3133.592564100568,21,14
2023-03-13,Kim Sujun,Suzuki Shinji,W+R,2023-03-13|Kim Sujun|Suzuki Shinji|W+R,TRUE,FALSE,3000,3000,0,6,40,40,3000,3072.348413040776,0.3973615300136475,0.6026384699863525,2984.1055387994543,3088.2428742413217,1,7
2023-03-13,Lai Junfu,Wang Yuanjun,B+R,2023-03-13|Lai Junfu|Wang Yuanjun|B+R,FALSE,FALSE,3000,3000,17,23,40,40,3187.8094738944114,3165.239048672039,0.5324358373963458,0.4675641626036542,3206.5120403985575,3146.536482167893,18,24
2023-03-13,O Rissei,Kobayashi Satoru,W+0.5,2023-03-13|O Rissei|Kobayashi Satoru|W+0.5,FALSE,FALSE,3000,3000,3,3,40,40,3018.6230559805813,3058.7951176411475,0.44244401680358497,0.557555983196415,3000.925295308438,3076.492878313291,4,4
2023-03-13,Park Geunho,Lee Changseok,W+R,2023-03-13|Park Geunho|Lee Changseok|W+R,FALSE,FALSE,3000,3000,21,11,40,40,3035.423604081464,3071.65809298077,0.44804261662514,0.55195738337486,3017.5018994164584,3089.5797976457757,22,12
2023-03-13,Park Junghwan,Byun Sangil,B+R,2023-03-13|Park Junghwan|Byun Sangil|B+R,FALSE,FALSE,3000,3000,35,30,40,40,3152.993228795461,3085.813644004078,0.5954920807976891,0.4045079192023109,3169.1735455635535,3069.6333272359857,36,31
2023-03-13,Sada Atsushi,Hsu Chiayuan,W+R,2023-03-13|Sada Atsushi|Hsu Chiayuan|W+R,FALSE,FALSE,3000,3000,8,9,40,40,3039.7898631695216,3011.645707212162,0.5404143369490473,0.4595856630509527,3018.1732896915596,3033.262280690124,9,10
2023-03-13,Suzuki Shinji,Uchida Shuhei,B+R,2023-03-13|Suzuki Shinji|Uchida Shuhei|B+R,FALSE,FALSE,3000,3000,7,1,40,40,3088.2428742413217,2980,0.6509223738260679,0.3490776261739321,3102.205979288279,2966.0368949530425,8,2
2023-03-13,Tatsumi Akane,Kim Hyunjong,W+2.5,2023-03-13|Tatsumi Akane|Kim Hyunjong|W+2.5,TRUE,TRUE,3000,3000,0,0,40,40,3000,3000,0.5,0.5,2980,3020,1,1
2023-03-13,Ueno Asami,Xie Yimin,B+R,2023-03-13|Ueno Asami|Xie Yimin|B+R,FALSE,FALSE,3000,3000,11,4,40,40,3053.92385878265,3038.5633432686286,0.5220911673516273,0.4779088326483727,3073.0402120885847,3019.446989962694,12,5
2023-03-13,Ueno Risa,Mukai Chiaki,B+R,2023-03-13|Ueno Risa|Mukai Chiaki|B+R,FALSE,TRUE,3000,3000,7,0,40,40,3082.675905135922,3000,0.6167841616931059,0.3832158383068941,3098.004538668198,2984.671366467724,8,1
2023-03-13,Xiao Zhenghao,Chen Qirui,W+0.5,2023-03-13|Xiao Zhenghao|Chen Qirui|W+0.5,FALSE,FALSE,3000,3000,13,22,40,40,3132.8271715148694,3080.8233495916666,0.5742855824450996,0.42571441755490036,3109.8557482170654,3103.7947728894706,14,23
2023-03-13,Yamashita Keigo,Kiyonari Tetsuya,B+R,2023-03-13|Yamashita Keigo|Kiyonari Tetsuya|B+R,FALSE,FALSE,3000,3000,4,1,40,40,3002.1716495621135,2979.9300021886083,0.5319646504238299,0.4680353495761701,3020.89306354516,2961.2085882055617,5,2
2023-03-14,Jiang Weijie,Xu Jiayang,W+R,2023-03-14|Jiang Weijie|Xu Jiayang|W+R,FALSE,FALSE,3000,3000,5,12,40,40,3024.660544170519,2980.116001269228,0.5637558001067068,0.4362441998932932,3002.110312166251,3002.6662332734963,6,13
2023-03-14,Lai Junfu,Xu Haohong,W+R,2023-03-14|Lai Junfu|Xu Haohong|W+R,FALSE,FALSE,3000,3000,18,17,40,40,3206.5120403985575,3054.8409406563474,0.7053880547854157,0.29461194521458434,3178.2965182071407,3083.056462847764,19,18
2023-03-14,Lee Wonyoung,Han Sanghoon,B+3.5,2023-03-14|Lee Wonyoung|Han Sanghoon|B+3.5,FALSE,FALSE,3000,3000,13,9,40,40,3022.5696818160104,3016.619244490385,0.5085625304915078,0.4914374695084922,3042.22718059635,2996.9617457100453,14,10
2023-03-14,Liao Yuanhe,Chen Xian,B+3.5,2023-03-14|Liao Yuanhe|Chen Xian|B+3.5,FALSE,FALSE,3000,3000,9,8,40,40,3002.522586963354,2990.450617124172,0.5173659731585885,0.48263402684141155,3021.8279480370106,2971.1452560505154,10,9
2023-03-14,Liao Yuanhe,Dang Yifei,W+R,2023-03-14|Liao Yuanhe|Dang Yifei|W+R,FALSE,FALSE,3000,3000,10,13,40,40,3021.8279480370106,3103.633061389892,0.3844013342827177,0.6155986657172823,3006.4518946657017,3119.009114761201,11,14
2023-03-14,Park Junghwan,Choi Jeong,B+R,2023-03-14|Park Junghwan|Choi Jeong|B+R,FALSE,FALSE,3000,3000,36,22,40,40,3169.1735455635535,3052.295257532636,0.6621310747476713,0.3378689252523287,3182.6883025736465,3038.7805005225428,37,23
2023-03-14,Weon Seongjin,Kim Seunggu,B+R,2023-03-14|Weon Seongjin|Kim Seunggu|B+R,FALSE,FALSE,3000,3000,18,1,40,40,3135.46134932946,3021.311813709833,0.6586080917452409,0.34139190825475907,3149.1170256596506,3007.6561373796426,19,2
2023-03-14,Xu Jiayang,Shi Yue,W+R,2023-03-14|Xu Jiayang|Shi Yue|W+R,FALSE,FALSE,3000,3000,13,13,40,40,3002.6662332734963,3088.728585426146,0.37861882946194686,0.6213811705380532,2987.5214800950184,3103.8733386046238,14,14
2023-03-15,Chen Qirui,Choi Cheolhan,B+1.5,2023-03-15|Chen Qirui|Choi Cheolhan|B+1.5,FALSE,FALSE,3000,3000,23,11,40,40,3103.7947728894706,3030.8138222693583,0.6035100794651731,0.3964899205348269,3119.6543697108636,3014.954225447965,24,12
2023-03-15,Cho Hanseung,Kim Yuntae (s),B+R,2023-03-15|Cho Hanseung|Kim Yuntae (s)|B+R,FALSE,FALSE,3000,3000,11,8,40,40,2964.8867641831425,2935.844362174242,0.5416983003238446,0.4583016996761554,2983.2188321701888,2917.512294187196,12,9
2023-03-15,Dang Yifei,Tuo Jiaxi,B+1.5,2023-03-15|Dang Yifei|Tuo Jiaxi|B+1.5,FALSE,FALSE,3000,3000,14,8,40,40,3119.009114761201,3036.928268815982,0.6159741974040388,0.3840258025959612,3134.3701468650397,3021.5672367121433,15,9
2023-03-15,Jeong Seojun,Wi Taewoong,W+R,2023-03-15|Jeong Seojun|Wi Taewoong|W+R,FALSE,FALSE,3000,3000,2,8,40,40,2965.908131980238,2923.502592679423,0.5607252359725443,0.4392747640274557,2943.4791225413364,2945.9316021183245,3,9
2023-03-15,Lee Changho,Kang Dongyun,W+R,2023-03-15|Lee Changho|Kang Dongyun|W+R,FALSE,FALSE,3000,3000,4,22,40,40,3000.515625205759,3054.9906259401837,0.42224033499543456,0.5777596650045654,2983.6260118059417,3071.880239340001,5,23
2023-03-15,Li Weiqing,Dang Yifei,B+R,2023-03-15|Li Weiqing|Dang Yifei|B+R,FALSE,FALSE,3000,3000,4,15,40,40,3034.5278003076537,3134.3701468650397,0.3601441042706659,0.6398558957293341,3060.122036136827,3108.7759110358666,5,16
2023-03-15,Nishi Takenobu,Ota Ryou,B+R,2023-03-15|Nishi Takenobu|Ota Ryou|B+R,FALSE,TRUE,3000,3000,4,0,40,40,3040.955233509946,3000,0.5586678330975796,0.4413321669024204,3058.608520186043,2982.3467133239033,5,1
2023-03-15,Nishimura Jin,Hoshikawa Koyo,B+R,2023-03-15|Nishimura Jin|Hoshikawa Koyo|B+R,FALSE,TRUE,3000,3000,2,0,40,40,3001.084028500577,3000,0.5015600373538496,0.4984399626461504,3021.021627006423,2980.062401494154,3,1
2023-03-15,Park Sinyoung,Moon Minjong,W+R,2023-03-15|Park Sinyoung|Moon Minjong|W+R,TRUE,FALSE,3000,3000,0,11,40,40,3000,3013.417864290973,0.4806997354472243,0.5193002645527758,2980.772010582111,3032.645853708862,1,12
2023-03-15,Sim Jaeik,Jian Jingting,B+R,2023-03-15|Sim Jaeik|Jian Jingting|B+R,FALSE,FALSE,3000,3000,9,15,40,40,3011.2656240992396,2948.756056231011,0.5890002490270937,0.4109997509729063,3027.705614138156,2932.3160661920947,10,16
2023-03-15,Sonoda Yuichi,Yokota Shigeaki,B+5.5,2023-03-15|Sonoda Yuichi|Yokota Shigeaki|B+5.5,FALSE,FALSE,3000,3000,2,2,40,40,3000.066200378063,2998.915971499423,0.5016553063709177,0.4983446936290823,3019.9999881232266,2978.9821837542595,3,3
2023-03-15,Wang Yuanjun,Kim Myounghoon,W+R,2023-03-15|Wang Yuanjun|Kim Myounghoon|W+R,FALSE,FALSE,3000,3000,24,21,40,40,3146.536482167893,3134.0555817572576,0.5179537373480371,0.48204626265196293,3125.818332673972,3154.773731251179,25,22
2023-03-15,Weon Seongjin,Park Jinsol,W+R,2023-03-15|Weon Seongjin|Park Jinsol|W+R,FALSE,FALSE,3000,3000,19,15,40,40,3149.1170256596506,2959.2449099012633,0.7489446704564636,0.2510553295435364,3119.159238841392,2989.202696719522,20,16
2023-03-15,Yun Chanhee,Xu Haohong,B+0.5,2023-03-15|Yun Chanhee|Xu Haohong|B+0.5,FALSE,FALSE,3000,3000,9,18,40,40,3064.7087386834864,3083.056462847764,0.47362002058825287,0.5263799794117472,3085.7639378599565,3062.001263671294,10,19
2023-03-16,Choi Jaeyoung,Kim Changhoon,B+0.5,2023-03-16|Choi Jaeyoung|Kim Changhoon|B+0.5,FALSE,FALSE,3000,3000,10,3,40,40,3035.329339597391,2947.588924597455,0.6236510977385593,0.3763489022614407,3050.3832956878487,2932.5349685069973,11,4
2023-03-16,Enda Hideki,Omori Ran,B+4.5,2023-03-16|Enda Hideki|Omori Ran|B+4.5,TRUE,FALSE,3000,3000,0,1,40,40,3000,2980,0.5287505638922686,0.4712494361077314,3018.8499774443094,2961.1500225556906,1,2
2023-03-16,Han Sanghoon,Jen Youngkyu,W+1.5,2023-03-16|Han Sanghoon|Jen Youngkyu|W+1.5,FALSE,FALSE,3000,3000,10,7,40,40,2996.9617457100453,2946.410699258045,0.5722397605620341,0.42776023943796593,2974.072155287564,2969.3002896805265,11,8
2023-03-16,Hane Naoki,Seto Taiki,B+R,2023-03-16|Hane Naoki|Seto Taiki|B+R,FALSE,FALSE,3000,3000,2,3,40,40,3001.8521324372123,2984.1333135043515,0.5254773461695772,0.4745226538304228,3020.833038590429,2965.1524073511346,3,4
2023-03-16,Hong Seokui,Murakawa Daisuke,B+R,2023-03-16|Hong Seokui|Murakawa Daisuke|B+R,FALSE,FALSE,3000,3000,2,5,40,40,3038.85400631708,3015.5617961692546,0.533470057202818,0.46652994279718196,3057.515204028967,2996.9005984573673,3,6
2023-03-16,Hoshiai Shiho,Nyu Eiko,B+R,2023-03-16|Hoshiai Shiho|Nyu Eiko|B+R,FALSE,FALSE,3000,3000,3,7,40,40,2944.5442895574415,2952.2859921418203,0.488860637921882,0.5111393620781179,2964.9898640405663,2931.8404176586955,4,8
2023-03-16,Iyama Yuta,Ueno Asami,B+R,2023-03-16|Iyama Yuta|Ueno Asami|B+R,FALSE,FALSE,3000,3000,8,12,40,40,3008.9178004856694,3073.0402120885847,0.4087540951350411,0.591245904864959,3032.5676366802677,3049.3903758939864,9,13
2023-03-16,Kato Atsushi,Chang Fukang,B+9.5,2023-03-16|Kato Atsushi|Chang Fukang|B+9.5,FALSE,TRUE,3000,3000,1,0,40,40,3021.1500225556906,3000,0.5303997873577944,0.46960021264220564,3039.934031061379,2981.2159914943118,2,1
2023-03-16,Li Qincheng,Li Weiqing,W+R,2023-03-16|Li Qincheng|Li Weiqing|W+R,FALSE,FALSE,3000,3000,6,5,40,40,3028.1880786405404,3060.122036136827,0.4541723199527444,0.5458276800472557,3010.0211858424304,3078.288928934937,7,6
2023-03-16,Mizokami Tomochika,Sakai Yuki,B+R,2023-03-16|Mizokami Tomochika|Sakai Yuki|B+R,FALSE,FALSE,3000,3000,1,8,40,40,2980,2993.609957573279,0.4804237088135396,0.5195762911864604,3000.7830516474583,2972.826905925821,2,9
2023-03-16,Park Geunho,Baek Hyeonwoo,B+R,2023-03-16|Park Geunho|Baek Hyeonwoo|B+R,FALSE,FALSE,3000,3000,22,6,40,40,3017.5018994164584,2978.432493273752,0.5559895943177736,0.4440104056822264,3035.2623156437476,2960.6720770464626,23,7
2023-03-16,Park Jinsol,An Sungjoon,W+R,2023-03-16|Park Jinsol|An Sungjoon|W+R,FALSE,FALSE,3000,3000,16,18,40,40,2989.202696719522,3017.705989760146,0.45907224297799115,0.5409277570220088,2970.8398070004023,3036.068879479266,17,19
2023-03-16,Rin Kanketsu,Otake Yu,W+0.5,2023-03-16|Rin Kanketsu|Otake Yu|W+0.5,FALSE,FALSE,3000,3000,5,6,40,40,2977.2230351535122,3028.9776644416315,0.42606515600489947,0.5739348439951005,2960.180428913316,3046.0202706818277,6,7
2023-03-16,Sakai Yuki,Kobayashi Izumi,B+R,2023-03-16|Sakai Yuki|Kobayashi Izumi|B+R,FALSE,FALSE,3000,3000,9,3,40,40,2972.826905925821,2939.5500393836405,0.5477433581006949,0.45225664189930515,2990.917171601793,2921.4597737076683,10,4
2023-03-16,Shibano Ryunosuke,Ito Masashi,B+R,2023-03-16|Shibano Ryunosuke|Ito Masashi|B+R,FALSE,TRUE,3000,3000,2,0,40,40,3001.1500225556906,3000,0.5016550094515791,0.49834499054842085,3021.0838221776276,2980.066200378063,3,1
2023-03-16,Shin Jinseo,Ahn Kukhyun,B+R,2023-03-16|Shin Jinseo|Ahn Kukhyun|B+R,FALSE,FALSE,3000,3000,28,9,40,40,3270.321991060948,2966.093807600109,0.8521139478612132,0.1478860521387868,3276.2374331465,2960.1783655145573,29,10
2023-03-16,Shin Minjun,Byun Sangil,W+1.5,2023-03-16|Shin Minjun|Byun Sangil|W+1.5,FALSE,FALSE,3000,3000,26,31,40,40,3176.1418945156315,3069.6333272359857,0.6486505004425901,0.3513494995574099,3150.195874497928,3095.5793472536893,27,32
2023-03-16,Sugiuchi Kazuko,Miyazaki Ryutaro,B+4.5,2023-03-16|Sugiuchi Kazuko|Miyazaki Ryutaro|B+4.5,TRUE,TRUE,3000,3000,0,0,40,40,3000,3000,0.5,0.5,3020,2980,1,1
2023-03-16,Sun Zhe,Cho U,B+0.5,2023-03-16|Sun Zhe|Cho U|B+0.5,FALSE,FALSE,3000,3000,1,7,40,40,3019.076037145961,3081.9662462214305,0.4104694240464598,0.5895305759535402,3042.6572601841026,3058.385023183289,2,8
2023-03-16,Takashima Yugo,Okawa Takuya,W+0.5,2023-03-16|Takashima Yugo|Okawa Takuya|W+0.5,FALSE,TRUE,3000,3000,3,0,40,40,3018.85400631708,3000,0.5271064934914043,0.47289350650859574,2997.7697465774236,3021.0842597396563,4,1
2023-03-16,Ueno Risa,Nakamura Sumire,W+R,2023-03-16|Ueno Risa|Nakamura Sumire|W+R,FALSE,FALSE,3000,3000,8,15,40,40,3098.004538668198,3041.7409843985893,0.5802693151916767,0.4197306848083233,3074.793766060531,3064.9517570062562,9,16
2023-03-16,Wang Yuanjun,Xu Jingen,B+0.5,2023-03-16|Wang Yuanjun|Xu Jingen|B+0.5,FALSE,FALSE,3000,3000,25,28,40,40,3125.818332673972,3227.834256210835,0.35726588253828884,0.6427341174617112,3151.5276973724403,3202.1248915123665,26,29
2023-03-16,Xie Erhao,Shi Yue,B+R,2023-03-16|Xie Erhao|Shi Yue|B+R,FALSE,FALSE,3000,3000,8,14,40,40,2982.7244837342105,3103.8733386046238,0.33239140339993567,0.6676085966000643,3009.428827598213,3077.168994740621,9,15
2023-03-16,Yanagisawa Satoshi,Hikosaka Naoto,W+R,2023-03-16|Yanagisawa Satoshi|Hikosaka Naoto|W+R,TRUE,FALSE,3000,3000,0,3,40,40,3000,3020.11172120719,0.4710891909336613,0.5289108090663387,2981.1564323626535,3038.9552888445364,1,4
2023-03-16,Yu Zhengqi,Shida Tatsuya,B+R,2023-03-16|Yu Zhengqi|Shida Tatsuya|B+R,FALSE,FALSE,3000,3000,8,4,40,40,2977.1924857776576,3005.8217848087866,0.45889212615408315,0.5411078738459169,2998.8368007314943,2984.17746985495,9,5
2023-03-17,Cho Hanseung,Kang Yootaek,W+R,2023-03-17|Cho Hanseung|Kang Yootaek|W+R,FALSE,FALSE,3000,3000,12,9,40,40,2983.2188321701888,3053.8039709123746,0.39979467057392465,0.6002053294260754,2967.227045347232,3069.7957577353313,13,10
2023-03-17,Ding Kewen,Wang Chuxuan,W+R,2023-03-17|Ding Kewen|Wang Chuxuan|W+R,TRUE,FALSE,3000,3000,0,2,40,40,3000,2997.4936683256246,0.503606838654554,0.496393161345446,2979.8557264538176,3017.637941871807,1,3
2023-03-17,Han Sangcho,Geum Jiwoo,B+R,2023-03-17|Han Sangcho|Geum Jiwoo|B+R,FALSE,FALSE,3000,3000,7,5,40,40,2981.575690971584,3021.7482245810897,0.4424433466143448,0.5575566533856552,3003.8779571070104,2999.4459584456636,8,6
2023-03-17,Han Woojin,Han Seungjoo,W+1.5,2023-03-17|Han Woojin|Han Seungjoo|W+1.5,FALSE,FALSE,3000,3000,10,14,40,40,3121.7215626436773,3133.592564100568,0.4829229004789601,0.5170770995210399,3102.404646624519,3152.909480119726,11,15
2023-03-17,Huang Mingyu,Tang Jiawen,B+R,2023-03-17|Huang Mingyu|Tang Jiawen|B+R,FALSE,TRUE,3000,3000,3,0,40,40,2983.920284442996,3000,0.4768759369546217,0.5231240630453783,3004.845246964811,2979.0750374781846,4,1
2023-03-17,Huang Ziping,Fu Jianheng,W+R,2023-03-17|Huang Ziping|Fu Jianheng|W+R,TRUE,FALSE,3000,3000,0,4,40,40,3000,2965.466320022709,0.5495349401676562,0.45046505983234375,2978.018602393294,2987.4477176294154,1,5
2023-03-17,Kang Dongyun,Han Sanghoon,B+R,2023-03-17|Kang Dongyun|Han Sanghoon|B+R,FALSE,FALSE,3000,3000,23,11,40,40,3071.880239340001,2974.072155287564,0.6371530077401417,0.3628469922598583,3086.3941190303954,2959.5582755971695,24,12
2023-03-17,Kang Dongyun,Weon Seongjin,B+0.5,2023-03-17|Kang Dongyun|Weon Seongjin|B+0.5,FALSE,FALSE,3000,3000,24,20,40,40,3086.3941190303954,3119.159238841392,0.4529864919118175,0.5470135080881825,3108.2746593539227,3097.2786985178645,25,21
2023-03-17,Kim Hyemin,Choi Myeonghun,B+R,2023-03-17|Kim Hyemin|Choi Myeonghun|B+R,TRUE,TRUE,3000,3000,0,0,40,40,3000,3000,0.5,0.5,3020,2980,1,1
2023-03-17,Li Jianyu,Zhan Ying,B+3.5,2023-03-17|Li Jianyu|Zhan Ying|B+3.5,TRUE,TRUE,3000,3000,0,0,40,40,3000,3000,0.5,0.5,3020,2980,1,1
2023-03-17,Li Weiqing,Gu Zihao,W+R,2023-03-17|Li Weiqing|Gu Zihao|W+R,FALSE,FALSE,3000,3000,6,9,40,40,3078.288928934937,3094.0576648559468,0.47732253376449013,0.5226774662355098,3059.196027584357,3113.1505662065265,7,10
2023-03-17,Li Xinyi,Wan Enze,W+2.5,2023-03-17|Li Xinyi|Wan Enze|W+2.5,TRUE,TRUE,3000,3000,0,0,40,40,3000,3000,0.5,0.5,2980,3020,1,1
2023-03-17,Li Zerui,Fang Ruoxi,B+R,2023-03-17|Li Zerui|Fang Ruoxi|B+R,FALSE,TRUE,3000,3000,2,0,40,40,2962.1638057872547,3000,0.4457635757767954,0.5542364242232046,2984.3332627561826,2977.830543031072,3,1
2023-03-17,Ma Shuai,Rui Naiwei,W+R,2023-03-17|Ma Shuai|Rui Naiwei|W+R,TRUE,TRUE,3000,3000,0,0,40,40,3000,3000,0.5,0.5,2980,3020,1,1
2023-03-17,Mi Yuting,Xie Erhao,B+1.5,2023-03-17|Mi Yuting|Xie Erhao|B+1.5,FALSE,FALSE,3000,3000,6,9,40,40,3047.150862713986,3009.428827598213,0.5540740633687125,0.44592593663128754,3064.9879001792374,2991.5917901329617,7,10
2023-03-17,Tang Yi,Li Xiaoxi (s),B+R,2023-03-17|Tang Yi|Li Xiaoxi (s)|B+R,TRUE,FALSE,3000,3000,0,1,40,40,3000,2981.2159914943118,0.5270060535124148,0.4729939464875852,3018.9197578595035,2962.2962336348082,1,2
2023-03-17,Weon Seongjin,Kang Seungmin,B+R,2023-03-17|Weon Seongjin|Kang Seungmin|B+R,FALSE,FALSE,3000,3000,21,7,40,40,3097.2786985178645,3048.2807892054348,0.5700498739005954,0.42995012609940464,3114.4767035618406,3031.0827841614587,22,8
2023-03-17,Xu Haohong,Lai Junfu,W+R,2023-03-17|Xu Haohong|Lai Junfu|W+R,FALSE,FALSE,3000,3000,19,19,40,40,3062.001263671294,3178.2965182071407,0.33862016299616615,0.6613798370038338,3048.4564571514475,3191.8413247269873,20,20
2023-03-17,Yoo Changhyuk,Park Shiun,B+R,2023-03-17|Yoo Changhyuk|Park Shiun|B+R,FALSE,TRUE,3000,3000,1,0,40,40,3020,3000,0.5287505638922686,0.4712494361077314,3038.8499774443094,2981.1500225556906,2,1
2023-03-18,Huang Xin,Li He,W+R,2023-03-18|Huang Xin|Li He|W+R,TRUE,TRUE,3000,3000,0,0,40,40,3000,3000,0.5,0.5,2980,3020,1,1
2023-03-18,Jiang Qirun,Chen Zhengxun,B+3.5,2023-03-18|Jiang Qirun|Chen Zhengxun|B+3.5,FALSE,FALSE,3000,3000,5,5,40,40,3005.271420463266,3006.735162505812,0.49789351833335116,0.5021064816666488,3025.355679729932,2986.650903239146,6,6
2023-03-18,Kim Myounghoon,Seol Hyunjun,W+R,2023-03-18|Kim Myounghoon|Seol Hyunjun|W+R,FALSE,FALSE,3000,3000,22,14,40,40,3154.773731251179,3077.8984826097935,0.608861595551516,0.391138404448484,3130.4192674291185,3102.252946431854,23,15
2023-03-18,Moon Minjong,Song Gyusang,W+R,2023-03-18|Moon Minjong|Song Gyusang|W+R,FALSE,FALSE,3000,3000,12,8,40,40,3032.645853708862,2997.219250597514,0.550807020899897,0.44919297910010303,3010.613572872866,3019.25153143351,13,9
2023-03-18,Park Jonghoon,Park Junghwan,W+R,2023-03-18|Park Jonghoon|Park Junghwan|W+R,FALSE,FALSE,3000,3000,12,37,40,40,2914.7893918797736,3182.6883025736465,0.1762229315187774,0.8237770684812226,2907.7404746190223,3189.737219834398,13,38
