Date,Home,Away,Score,Source,Country,Competition,CompetitionType,Tier,League,Season,Stage,Result,DateApprox,SourcePage,SourceFile
1997-11-05,Sporting CP,Bayer Leverkusen,0-2,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1997-98,Group stage - Group F,A,True,1997–98_UEFA_Champions_League_group_stage,Pasted markdown(20260910-174933).md
1997-11-05,Sporting CP,Monaco,3-0,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1997-98,Group stage - Group F,H,True,1997–98_UEFA_Champions_League_group_stage,Pasted markdown(20260910-174933).md
1997-11-26,Barcelona,Dynamo Kyiv,0-4,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1997-98,Group stage - Group C,A,True,1997–98_UEFA_Champions_League_group_stage,Pasted markdown(20260910-174933).md
1997-11-26,Beşiktaş,IFK Göteborg,1-0,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1997-98,Group stage - Group E,H,True,1997–98_UEFA_Champions_League_group_stage,Pasted markdown(20260910-174933).md
1997-11-26,Feyenoord,Košice,2-0,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1997-98,Group stage - Group B,H,True,1997–98_UEFA_Champions_League_group_stage,Pasted markdown(20260910-174933).md
1997-11-26,Galatasaray,Borussia Dortmund,0-1,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1997-98,Group stage - Group A,A,True,1997–98_UEFA_Champions_League_group_stage,Pasted markdown(20260910-174933).md
1997-11-26,IFK Göteborg,Bayern Munich,1-3,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1997-98,Group stage - Group E,A,True,1997–98_UEFA_Champions_League_group_stage,Pasted markdown(20260910-174933).md
1997-11-26,Košice,Manchester United,0-3,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1997-98,Group stage - Group B,A,True,1997–98_UEFA_Champions_League_group_stage,Pasted markdown(20260910-174933).md
1997-11-26,Lierse,Monaco,0-1,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1997-98,Group stage - Group F,A,True,1997–98_UEFA_Champions_League_group_stage,Pasted markdown(20260910-174933).md
1997-11-26,Newcastle United,Barcelona,3-2,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1997-98,Group stage - Group C,H,True,1997–98_UEFA_Champions_League_group_stage,Pasted markdown(20260910-174933).md
1997-11-26,Olympiacos,Porto,1-0,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1997-98,Group stage - Group D,H,True,1997–98_UEFA_Champions_League_group_stage,Pasted markdown(20260910-174933).md
1997-11-26,Porto,Real Madrid,0-2,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1997-98,Group stage - Group D,A,True,1997–98_UEFA_Champions_League_group_stage,Pasted markdown(20260910-174933).md
1997-11-26,Sparta Prague,Galatasaray,3-0,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1997-98,Group stage - Group A,H,True,1997–98_UEFA_Champions_League_group_stage,Pasted markdown(20260910-174933).md
1997-11-26,Sporting CP,Lierse,2-1,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1997-98,Group stage - Group F,H,True,1997–98_UEFA_Champions_League_group_stage,Pasted markdown(20260910-174933).md
1997-12-10,Barcelona,Newcastle United,1-0,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1997-98,Group stage - Group C,H,True,1997–98_UEFA_Champions_League_group_stage,Pasted markdown(20260910-174933).md
1997-12-10,Barcelona,PSV Eindhoven,2-2,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1997-98,Group stage - Group C,D,True,1997–98_UEFA_Champions_League_group_stage,Pasted markdown(20260910-174933).md
1997-12-10,Galatasaray,Parma,1-1,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1997-98,Group stage - Group A,D,True,1997–98_UEFA_Champions_League_group_stage,Pasted markdown(20260910-174933).md
1997-12-10,Galatasaray,Sparta Prague,2-0,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1997-98,Group stage - Group A,H,True,1997–98_UEFA_Champions_League_group_stage,Pasted markdown(20260910-174933).md
1997-12-10,IFK Göteborg,Beşiktaş,2-1,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1997-98,Group stage - Group E,H,True,1997–98_UEFA_Champions_League_group_stage,Pasted markdown(20260910-174933).md
1997-12-10,IFK Göteborg,Paris Saint-Germain,0-1,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1997-98,Group stage - Group E,A,True,1997–98_UEFA_Champions_League_group_stage,Pasted markdown(20260910-174933).md
1997-12-10,Košice,Feyenoord,0-1,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1997-98,Group stage - Group B,A,True,1997–98_UEFA_Champions_League_group_stage,Pasted markdown(20260910-174933).md
1997-12-10,Košice,Juventus,0-1,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1997-98,Group stage - Group B,A,True,1997–98_UEFA_Champions_League_group_stage,Pasted markdown(20260910-174933).md
1997-12-10,Lierse,Bayer Leverkusen,0-2,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1997-98,Group stage - Group F,A,True,1997–98_UEFA_Champions_League_group_stage,Pasted markdown(20260910-174933).md
1997-12-10,Lierse,Sporting CP,1-1,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1997-98,Group stage - Group F,D,True,1997–98_UEFA_Champions_League_group_stage,Pasted markdown(20260910-174933).md
1997-12-10,Porto,Olympiacos,2-1,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1997-98,Group stage - Group D,H,True,1997–98_UEFA_Champions_League_group_stage,Pasted markdown(20260910-174933).md
1997-12-10,Porto,Rosenborg,1-1,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1997-98,Group stage - Group D,D,True,1997–98_UEFA_Champions_League_group_stage,Pasted markdown(20260910-174933).md
1998-03-04,Bayer Leverkusen,Real Madrid,1-1,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1997-98,Quarter-finals,D,True,1997–98_UEFA_Champions_League_knockout_stage,Pasted markdown(20260910-174933).md
1998-03-04,Bayern Munich,Borussia Dortmund,0-0,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1997-98,Quarter-finals,D,True,1997–98_UEFA_Champions_League_knockout_stage,Pasted markdown(20260910-174933).md
1998-03-04,Juventus,Dynamo Kyiv,1-1,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1997-98,Quarter-finals,D,True,1997–98_UEFA_Champions_League_knockout_stage,Pasted markdown(20260910-174933).md
1998-03-04,Monaco,Manchester United,0-0,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1997-98,Quarter-finals,D,True,1997–98_UEFA_Champions_League_knockout_stage,Pasted markdown(20260910-174933).md
1998-03-18,Borussia Dortmund,Bayern Munich,0-1,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1997-98,Quarter-finals,A,True,1997–98_UEFA_Champions_League_knockout_stage,Pasted markdown(20260910-174933).md
1998-03-18,Dynamo Kyiv,Juventus,4-1,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1997-98,Quarter-finals,H,True,1997–98_UEFA_Champions_League_knockout_stage,Pasted markdown(20260910-174933).md
1998-03-18,Manchester United,Monaco,1-1,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1997-98,Quarter-finals,D,True,1997–98_UEFA_Champions_League_knockout_stage,Pasted markdown(20260910-174933).md
1998-03-18,Real Madrid,Bayer Leverkusen,0-3,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1997-98,Quarter-finals,A,True,1997–98_UEFA_Champions_League_knockout_stage,Pasted markdown(20260910-174933).md
1998-04-01,Juventus,Monaco,4-1,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1997-98,Semi-finals,H,True,1997–98_UEFA_Champions_League_knockout_stage,Pasted markdown(20260910-174933).md
1998-04-01,Real Madrid,Borussia Dortmund,2-0,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1997-98,Semi-finals,H,True,1997–98_UEFA_Champions_League_knockout_stage,Pasted markdown(20260910-174933).md
1998-04-15,Borussia Dortmund,Real Madrid,0-0,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1997-98,Semi-finals,D,True,1997–98_UEFA_Champions_League_knockout_stage,Pasted markdown(20260910-174933).md
1998-04-15,Monaco,Juventus,2-3,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1997-98,Semi-finals,A,True,1997–98_UEFA_Champions_League_knockout_stage,Pasted markdown(20260910-174933).md
1998-05-20,Juventus,Real Madrid,0-1,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1997-98,Final,A,False,1998 UEFA Champions League final,Pasted markdown(20260910-174933).md
1999-07-13,Barry Town,Valletta,0-0,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1999-2000,First qualifying round,D,True,1999–2000_UEFA_Champions_League_qualifying_rounds,Pasted markdown (2)(1).md
1999-07-13,HB,Haka,1-1,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1999-2000,First qualifying round,D,True,1999–2000_UEFA_Champions_League_qualifying_rounds,Pasted markdown (2)(1).md
1999-07-13,Jeunesse Esch,Skonto,0-2,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1999-2000,First qualifying round,A,True,1999–2000_UEFA_Champions_League_qualifying_rounds,Pasted markdown (2)(1).md
1999-07-13,Litex Lovech,Glentoran,3-0,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1999-2000,First qualifying round,H,True,1999–2000_UEFA_Champions_League_qualifying_rounds,Pasted markdown (2)(1).md
1999-07-13,Partizan,Flora,6-0,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1999-2000,First qualifying round,H,True,1999–2000_UEFA_Champions_League_qualifying_rounds,Pasted markdown (2)(1).md
1999-07-13,Sloga Jugomagnat,Kapaz,1-0,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1999-2000,First qualifying round,H,True,1999–2000_UEFA_Champions_League_qualifying_rounds,Pasted markdown (2)(1).md
1999-07-13,St Patrick's Athletic,Zimbru Chișinău,0-5,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1999-2000,First qualifying round,A,True,1999–2000_UEFA_Champions_League_qualifying_rounds,Pasted markdown (2)(1).md
1999-07-13,ÍBV,Tirana,1-0,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1999-2000,First qualifying round,H,True,1999–2000_UEFA_Champions_League_qualifying_rounds,Pasted markdown (2)(1).md
1999-07-13,Žalgiris,Tsement Ararat,2-0,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1999-2000,First qualifying round,H,True,1999–2000_UEFA_Champions_League_qualifying_rounds,Pasted markdown (2)(1).md
1999-07-21,Flora,Partizan,4-1,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1999-2000,First qualifying round,H,True,1999–2000_UEFA_Champions_League_qualifying_rounds,Pasted markdown (2)(1).md
1999-07-21,Glentoran,Litex Lovech,2-0,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1999-2000,First qualifying round,H,True,1999–2000_UEFA_Champions_League_qualifying_rounds,Pasted markdown (2)(1).md
1999-07-21,Haka,HB,0-6,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1999-2000,First qualifying round,A,True,1999–2000_UEFA_Champions_League_qualifying_rounds,Pasted markdown (2)(1).md
1999-07-21,Kapaz,Sloga Jugomagnat,1-2,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1999-2000,First qualifying round,A,True,1999–2000_UEFA_Champions_League_qualifying_rounds,Pasted markdown (2)(1).md
1999-07-21,Skonto,Jeunesse Esch,0-8,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1999-2000,First qualifying round,A,True,1999–2000_UEFA_Champions_League_qualifying_rounds,Pasted markdown (2)(1).md
1999-07-21,Tirana,ÍBV,2-1,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1999-2000,First qualifying round,H,True,1999–2000_UEFA_Champions_League_qualifying_rounds,Pasted markdown (2)(1).md
1999-07-21,Tsement Ararat,Žalgiris,3-0,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1999-2000,First qualifying round,H,True,1999–2000_UEFA_Champions_League_qualifying_rounds,Pasted markdown (2)(1).md
1999-07-21,Valletta,Barry Town,2-3,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1999-2000,First qualifying round,A,True,1999–2000_UEFA_Champions_League_qualifying_rounds,Pasted markdown (2)(1).md
1999-07-21,Zimbru Chișinău,St Patrick's Athletic,0-5,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1999-2000,First qualifying round,A,True,1999–2000_UEFA_Champions_League_qualifying_rounds,Pasted markdown (2)(1).md
1999-07-28,Anorthosis Famagusta,Slovan Bratislava,2-1,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1999-2000,Second qualifying round,H,True,1999–2000_UEFA_Champions_League_qualifying_rounds,Pasted markdown (2)(1).md
1999-07-28,Beşiktaş,Hapoel Haifa,1-1,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1999-2000,Second qualifying round,D,True,1999–2000_UEFA_Champions_League_qualifying_rounds,Pasted markdown (2)(1).md
1999-07-28,CSKA Moscow,Molde,2-0,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1999-2000,Second qualifying round,H,True,1999–2000_UEFA_Champions_League_qualifying_rounds,Pasted markdown (2)(1).md
1999-07-28,Dinamo Tbilisi,Zimbru Chișinău,2-1,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1999-2000,Second qualifying round,H,True,1999–2000_UEFA_Champions_League_qualifying_rounds,Pasted markdown (2)(1).md
1999-07-28,Dnepr-Transmash Mogilev,AIK,0-1,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1999-2000,Second qualifying round,A,True,1999–2000_UEFA_Champions_League_qualifying_rounds,Pasted markdown (2)(1).md
1999-07-28,Dynamo Kyiv,Žalgiris,2-0,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1999-2000,Second qualifying round,H,True,1999–2000_UEFA_Champions_League_qualifying_rounds,Pasted markdown (2)(1).md
1999-07-28,Haka,Rangers,1-4,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1999-2000,Second qualifying round,A,True,1999–2000_UEFA_Champions_League_qualifying_rounds,Pasted markdown (2)(1).md
1999-07-28,Litex Lovech,Widzew Łódź,4-1,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1999-2000,Second qualifying round,H,True,1999–2000_UEFA_Champions_League_qualifying_rounds,Pasted markdown (2)(1).md
1999-07-28,Maribor,Genk,5-1,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1999-2000,Second qualifying round,H,True,1999–2000_UEFA_Champions_League_qualifying_rounds,Pasted markdown (2)(1).md
1999-07-28,Partizan,Rijeka,3-1,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1999-2000,Second qualifying round,H,True,1999–2000_UEFA_Champions_League_qualifying_rounds,Pasted markdown (2)(1).md
1999-07-28,Rapid București,Skonto,3-3,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1999-2000,Second qualifying round,D,True,1999–2000_UEFA_Champions_League_qualifying_rounds,Pasted markdown (2)(1).md
1999-07-28,Rapid Wien,Valletta,3-0,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1999-2000,Second qualifying round,H,True,1999–2000_UEFA_Champions_League_qualifying_rounds,Pasted markdown (2)(1).md
1999-07-28,Sloga Jugomagnat,Brøndby,0-1,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1999-2000,Second qualifying round,A,True,1999–2000_UEFA_Champions_League_qualifying_rounds,Pasted markdown (2)(1).md
1999-07-28,ÍBV,MTK Hungária,0-2,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1999-2000,Second qualifying round,A,True,1999–2000_UEFA_Champions_League_qualifying_rounds,Pasted markdown (2)(1).md
1999-08-04,AIK,Dnepr-Transmash Mogilev,0-2,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1999-2000,Second qualifying round,A,True,1999–2000_UEFA_Champions_League_qualifying_rounds,Pasted markdown (2)(1).md
1999-08-04,Brøndby,Sloga Jugomagnat,0-1,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1999-2000,Second qualifying round,A,True,1999–2000_UEFA_Champions_League_qualifying_rounds,Pasted markdown (2)(1).md
1999-08-04,Genk,Maribor,0-3,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1999-2000,Second qualifying round,A,True,1999–2000_UEFA_Champions_League_qualifying_rounds,Pasted markdown (2)(1).md
1999-08-04,Hapoel Haifa,Beşiktaş,0-0,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1999-2000,Second qualifying round,D,True,1999–2000_UEFA_Champions_League_qualifying_rounds,Pasted markdown (2)(1).md
1999-08-04,MTK Hungária,ÍBV,1-3,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1999-2000,Second qualifying round,A,True,1999–2000_UEFA_Champions_League_qualifying_rounds,Pasted markdown (2)(1).md
1999-08-04,Molde,CSKA Moscow,0-4,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1999-2000,Second qualifying round,A,True,1999–2000_UEFA_Champions_League_qualifying_rounds,Pasted markdown (2)(1).md
1999-08-04,Rangers,Haka,0-3,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1999-2000,Second qualifying round,A,True,1999–2000_UEFA_Champions_League_qualifying_rounds,Pasted markdown (2)(1).md
1999-08-04,Rijeka,Partizan,3-0,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1999-2000,Second qualifying round,H,True,1999–2000_UEFA_Champions_League_qualifying_rounds,Pasted markdown (2)(1).md
1999-08-04,Skonto,Rapid București,1-2,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1999-2000,Second qualifying round,A,True,1999–2000_UEFA_Champions_League_qualifying_rounds,Pasted markdown (2)(1).md
1999-08-04,Slovan Bratislava,Anorthosis Famagusta,1-1,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1999-2000,Second qualifying round,D,True,1999–2000_UEFA_Champions_League_qualifying_rounds,Pasted markdown (2)(1).md
1999-08-04,Valletta,Rapid Wien,2-0,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1999-2000,Second qualifying round,H,True,1999–2000_UEFA_Champions_League_qualifying_rounds,Pasted markdown (2)(1).md
1999-08-04,Widzew Łódź,Litex Lovech,1-4,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1999-2000,Second qualifying round,A,True,1999–2000_UEFA_Champions_League_qualifying_rounds,Pasted markdown (2)(1).md
1999-08-04,Zimbru Chișinău,Dinamo Tbilisi,0-2,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1999-2000,Second qualifying round,A,True,1999–2000_UEFA_Champions_League_qualifying_rounds,Pasted markdown (2)(1).md
1999-08-04,Žalgiris,Dynamo Kyiv,1-0,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1999-2000,Second qualifying round,H,True,1999–2000_UEFA_Champions_League_qualifying_rounds,Pasted markdown (2)(1).md
1999-08-10,AEK Athens,AIK,0-0,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1999-2000,Third qualifying round,D,True,1999–2000_UEFA_Champions_League_qualifying_rounds,Pasted markdown (2)(1).md
1999-08-10,AaB,Dynamo Kyiv,1-2,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1999-2000,Third qualifying round,A,True,1999–2000_UEFA_Champions_League_qualifying_rounds,Pasted markdown (2)(1).md
1999-08-10,Brøndby,Boavista,1-2,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1999-2000,Third qualifying round,A,True,1999–2000_UEFA_Champions_League_qualifying_rounds,Pasted markdown (2)(1).md
1999-08-10,Chelsea,Skonto,3-0,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1999-2000,Third qualifying round,H,True,1999–2000_UEFA_Champions_League_qualifying_rounds,Pasted markdown (2)(1).md
1999-08-10,Croatia Zagreb,MTK Hungária,0-0,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1999-2000,Third qualifying round,D,True,1999–2000_UEFA_Champions_League_qualifying_rounds,Pasted markdown (2)(1).md
1999-08-10,Fiorentina,Widzew Łódź,3-1,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1999-2000,Third qualifying round,H,True,1999–2000_UEFA_Champions_League_qualifying_rounds,Pasted markdown (2)(1).md
1999-08-10,Hapoel Haifa,Valencia,0-2,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1999-2000,Third qualifying round,A,True,1999–2000_UEFA_Champions_League_qualifying_rounds,Pasted markdown (2)(1).md
1999-08-10,Hertha BSC,Anorthosis Famagusta,2-0,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1999-2000,Third qualifying round,H,True,1999–2000_UEFA_Champions_League_qualifying_rounds,Pasted markdown (2)(1).md
1999-08-10,Lyon,Maribor,0-1,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1999-2000,Third qualifying round,A,True,1999–2000_UEFA_Champions_League_qualifying_rounds,Pasted markdown (2)(1).md
1999-08-10,Molde,Mallorca,0-0,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1999-2000,Third qualifying round,D,True,1999–2000_UEFA_Champions_League_qualifying_rounds,Pasted markdown (2)(1).md
1999-08-10,Rangers,Parma,2-0,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1999-2000,Third qualifying round,H,True,1999–2000_UEFA_Champions_League_qualifying_rounds,Pasted markdown (2)(1).md
1999-08-10,Rapid Wien,Galatasaray,0-3,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1999-2000,Third qualifying round,A,True,1999–2000_UEFA_Champions_League_qualifying_rounds,Pasted markdown (2)(1).md
1999-08-10,Spartak Moscow,Partizan,2-0,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1999-2000,Third qualifying round,H,True,1999–2000_UEFA_Champions_League_qualifying_rounds,Pasted markdown (2)(1).md
1999-08-10,Sturm Graz,Servette,2-1,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1999-2000,Third qualifying round,H,True,1999–2000_UEFA_Champions_League_qualifying_rounds,Pasted markdown (2)(1).md
1999-08-10,Teplice,Borussia Dortmund,0-1,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1999-2000,Third qualifying round,A,True,1999–2000_UEFA_Champions_League_qualifying_rounds,Pasted markdown (2)(1).md
1999-08-10,Zimbru Chișinău,PSV Eindhoven,0-0,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1999-2000,Third qualifying round,D,True,1999–2000_UEFA_Champions_League_qualifying_rounds,Pasted markdown (2)(1).md
1999-08-25,AIK,AEK Athens,0-1,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1999-2000,Third qualifying round,A,True,1999–2000_UEFA_Champions_League_qualifying_rounds,Pasted markdown (2)(1).md
1999-08-25,Anorthosis Famagusta,Hertha BSC,0-0,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1999-2000,Third qualifying round,D,True,1999–2000_UEFA_Champions_League_qualifying_rounds,Pasted markdown (2)(1).md
1999-08-25,Boavista,Brøndby,2-4,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1999-2000,Third qualifying round,A,True,1999–2000_UEFA_Champions_League_qualifying_rounds,Pasted markdown (2)(1).md
1999-08-25,Borussia Dortmund,Teplice,0-1,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1999-2000,Third qualifying round,A,True,1999–2000_UEFA_Champions_League_qualifying_rounds,Pasted markdown (2)(1).md
1999-08-25,Dynamo Kyiv,AaB,2-2,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1999-2000,Third qualifying round,D,True,1999–2000_UEFA_Champions_League_qualifying_rounds,Pasted markdown (2)(1).md
1999-08-25,Galatasaray,Rapid Wien,0-1,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1999-2000,Third qualifying round,A,True,1999–2000_UEFA_Champions_League_qualifying_rounds,Pasted markdown (2)(1).md
1999-08-25,MTK Hungária,Croatia Zagreb,2-0,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1999-2000,Third qualifying round,H,True,1999–2000_UEFA_Champions_League_qualifying_rounds,Pasted markdown (2)(1).md
