"Country","Season","StartYear","PageTitle","URL","DownloadStatus","ExpectedMatches","DatedFootballBoxes","DatedTableRows","UndatedScoreRows","BestDatedCount","CoveragePct","Assessment"
"France","1990-91",1990,"1990–91 French Division 1","https://en.wikipedia.org/wiki/1990%E2%80%9391_French_Division_1","cached",380,0,0,20,0,0,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"France","1991-92",1991,"1991–92 French Division 1","https://en.wikipedia.org/wiki/1991%E2%80%9392_French_Division_1","cached",380,0,0,21,0,0,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"France","1992-93",1992,"1992–93 French Division 1","https://en.wikipedia.org/wiki/1992%E2%80%9393_French_Division_1","cached",380,0,0,21,0,0,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"France","1993-94",1993,"1993–94 French Division 1","https://en.wikipedia.org/wiki/1993%E2%80%9394_French_Division_1","cached",380,0,0,20,0,0,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"France","1994-95",1994,"1994–95 French Division 1","https://en.wikipedia.org/wiki/1994%E2%80%9395_French_Division_1","cached",380,0,0,20,0,0,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"France","1995-96",1995,"1995–96 French Division 1","https://en.wikipedia.org/wiki/1995%E2%80%9396_French_Division_1","cached",380,0,0,20,0,0,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"France","1996-97",1996,"1996–97 French Division 1","https://en.wikipedia.org/wiki/1996%E2%80%9397_French_Division_1","cached",380,0,0,20,0,0,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"France","1997-98",1997,"1997–98 French Division 1","https://en.wikipedia.org/wiki/1997%E2%80%9398_French_Division_1","cached",306,0,0,18,0,0,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"France","1998-99",1998,"1998–99 French Division 1","https://en.wikipedia.org/wiki/1998%E2%80%9399_French_Division_1","cached",306,0,0,18,0,0,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"France","1999-00",1999,"1999–00 French Division 1","https://en.wikipedia.org/wiki/1999%E2%80%9300_French_Division_1","download_failed",,,,,,,"PAGE_MISSING_OR_FAILED"
"France","2000-01",2000,"2000–01 French Division 1","https://en.wikipedia.org/wiki/2000%E2%80%9301_French_Division_1","cached",306,0,0,18,0,0,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"France","2001-02",2001,"2001–02 French Division 1","https://en.wikipedia.org/wiki/2001%E2%80%9302_French_Division_1","cached",306,0,0,18,0,0,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"France","2002-03",2002,"2002–03 Ligue 1","https://en.wikipedia.org/wiki/2002%E2%80%9303_Ligue_1","cached",380,0,0,20,0,0,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"France","2003-04",2003,"2003–04 Ligue 1","https://en.wikipedia.org/wiki/2003%E2%80%9304_Ligue_1","cached",380,0,0,20,0,0,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"France","2004-05",2004,"2004–05 Ligue 1","https://en.wikipedia.org/wiki/2004%E2%80%9305_Ligue_1","cached",380,0,0,20,0,0,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"France","2005-06",2005,"2005–06 Ligue 1","https://en.wikipedia.org/wiki/2005%E2%80%9306_Ligue_1","cached",380,0,0,20,0,0,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"France","2006-07",2006,"2006–07 Ligue 1","https://en.wikipedia.org/wiki/2006%E2%80%9307_Ligue_1","cached",380,0,0,20,0,0,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"France","2007-08",2007,"2007–08 Ligue 1","https://en.wikipedia.org/wiki/2007%E2%80%9308_Ligue_1","cached",380,0,0,31,0,0,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"France","2008-09",2008,"2008–09 Ligue 1","https://en.wikipedia.org/wiki/2008%E2%80%9309_Ligue_1","cached",380,0,5,20,5,1.3,"SOME_DATED_MATCHES"
"France","2009-10",2009,"2009–10 Ligue 1","https://en.wikipedia.org/wiki/2009%E2%80%9310_Ligue_1","cached",380,0,4,20,4,1.1,"SOME_DATED_MATCHES"
"France","2010-11",2010,"2010–11 Ligue 1","https://en.wikipedia.org/wiki/2010%E2%80%9311_Ligue_1","cached",380,0,3,22,3,0.8,"SOME_DATED_MATCHES"
"France","2011-12",2011,"2011–12 Ligue 1","https://en.wikipedia.org/wiki/2011%E2%80%9312_Ligue_1","cached",380,0,5,20,5,1.3,"SOME_DATED_MATCHES"
"France","2012-13",2012,"2012–13 Ligue 1","https://en.wikipedia.org/wiki/2012%E2%80%9313_Ligue_1","cached",380,0,5,20,5,1.3,"SOME_DATED_MATCHES"
"France","2013-14",2013,"2013–14 Ligue 1","https://en.wikipedia.org/wiki/2013%E2%80%9314_Ligue_1","cached",380,0,13,20,13,3.4,"SOME_DATED_MATCHES"
"Germany","1963-64",1963,"1963–64 Bundesliga","https://en.wikipedia.org/wiki/1963%E2%80%9364_Bundesliga","cached",240,0,0,20,0,0,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"Germany","1964-65",1964,"1964–65 Bundesliga","https://en.wikipedia.org/wiki/1964%E2%80%9365_Bundesliga","cached",240,0,0,20,0,0,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"Germany","1965-66",1965,"1965–66 Bundesliga","https://en.wikipedia.org/wiki/1965%E2%80%9366_Bundesliga","cached",,0,3,19,3,,"SOME_DATED_MATCHES_EXPECTED_TOTAL_UNKNOWN"
"Germany","1966-67",1966,"1966–67 Bundesliga","https://en.wikipedia.org/wiki/1966%E2%80%9367_Bundesliga","cached",,0,3,19,3,,"SOME_DATED_MATCHES_EXPECTED_TOTAL_UNKNOWN"
"Germany","1967-68",1967,"1967–68 Bundesliga","https://en.wikipedia.org/wiki/1967%E2%80%9368_Bundesliga","cached",,0,3,19,3,,"SOME_DATED_MATCHES_EXPECTED_TOTAL_UNKNOWN"
"Germany","1968-69",1968,"1968–69 Bundesliga","https://en.wikipedia.org/wiki/1968%E2%80%9369_Bundesliga","cached",,0,3,19,3,,"SOME_DATED_MATCHES_EXPECTED_TOTAL_UNKNOWN"
"Germany","1969-70",1969,"1969–70 Bundesliga","https://en.wikipedia.org/wiki/1969%E2%80%9370_Bundesliga","cached",,0,3,19,3,,"SOME_DATED_MATCHES_EXPECTED_TOTAL_UNKNOWN"
"Germany","1970-71",1970,"1970–71 Bundesliga","https://en.wikipedia.org/wiki/1970%E2%80%9371_Bundesliga","cached",,0,3,19,3,,"SOME_DATED_MATCHES_EXPECTED_TOTAL_UNKNOWN"
"Germany","1971-72",1971,"1971–72 Bundesliga","https://en.wikipedia.org/wiki/1971%E2%80%9372_Bundesliga","cached",,0,3,19,3,,"SOME_DATED_MATCHES_EXPECTED_TOTAL_UNKNOWN"
"Germany","1972-73",1972,"1972–73 Bundesliga","https://en.wikipedia.org/wiki/1972%E2%80%9373_Bundesliga","cached",,0,3,19,3,,"SOME_DATED_MATCHES_EXPECTED_TOTAL_UNKNOWN"
"Germany","1973-74",1973,"1973–74 Bundesliga","https://en.wikipedia.org/wiki/1973%E2%80%9374_Bundesliga","cached",,0,3,19,3,,"SOME_DATED_MATCHES_EXPECTED_TOTAL_UNKNOWN"
"Germany","1974-75",1974,"1974–75 Bundesliga","https://en.wikipedia.org/wiki/1974%E2%80%9375_Bundesliga","cached",,0,3,19,3,,"SOME_DATED_MATCHES_EXPECTED_TOTAL_UNKNOWN"
"Germany","1975-76",1975,"1975–76 Bundesliga","https://en.wikipedia.org/wiki/1975%E2%80%9376_Bundesliga","cached",,0,3,19,3,,"SOME_DATED_MATCHES_EXPECTED_TOTAL_UNKNOWN"
"Germany","1976-77",1976,"1976–77 Bundesliga","https://en.wikipedia.org/wiki/1976%E2%80%9377_Bundesliga","cached",,0,3,19,3,,"SOME_DATED_MATCHES_EXPECTED_TOTAL_UNKNOWN"
"Germany","1977-78",1977,"1977–78 Bundesliga","https://en.wikipedia.org/wiki/1977%E2%80%9378_Bundesliga","cached",,0,3,19,3,,"SOME_DATED_MATCHES_EXPECTED_TOTAL_UNKNOWN"
"Germany","1978-79",1978,"1978–79 Bundesliga","https://en.wikipedia.org/wiki/1978%E2%80%9379_Bundesliga","cached",,0,2,19,2,,"SOME_DATED_MATCHES_EXPECTED_TOTAL_UNKNOWN"
"Germany","1979-80",1979,"1979–80 Bundesliga","https://en.wikipedia.org/wiki/1979%E2%80%9380_Bundesliga","cached",,0,3,19,3,,"SOME_DATED_MATCHES_EXPECTED_TOTAL_UNKNOWN"
"Germany","1980-81",1980,"1980–81 Bundesliga","https://en.wikipedia.org/wiki/1980%E2%80%9381_Bundesliga","cached",,0,3,19,3,,"SOME_DATED_MATCHES_EXPECTED_TOTAL_UNKNOWN"
"Germany","1981-82",1981,"1981–82 Bundesliga","https://en.wikipedia.org/wiki/1981%E2%80%9382_Bundesliga","cached",,0,3,19,3,,"SOME_DATED_MATCHES_EXPECTED_TOTAL_UNKNOWN"
"Germany","1982-83",1982,"1982–83 Bundesliga","https://en.wikipedia.org/wiki/1982%E2%80%9383_Bundesliga","cached",,0,3,19,3,,"SOME_DATED_MATCHES_EXPECTED_TOTAL_UNKNOWN"
"Germany","1983-84",1983,"1983–84 Bundesliga","https://en.wikipedia.org/wiki/1983%E2%80%9384_Bundesliga","cached",,0,3,19,3,,"SOME_DATED_MATCHES_EXPECTED_TOTAL_UNKNOWN"
"Germany","1984-85",1984,"1984–85 Bundesliga","https://en.wikipedia.org/wiki/1984%E2%80%9385_Bundesliga","cached",306,0,3,19,3,1,"SOME_DATED_MATCHES"
"Germany","1985-86",1985,"1985–86 Bundesliga","https://en.wikipedia.org/wiki/1985%E2%80%9386_Bundesliga","cached",306,0,3,19,3,1,"SOME_DATED_MATCHES"
"Germany","1986-87",1986,"1986–87 Bundesliga","https://en.wikipedia.org/wiki/1986%E2%80%9387_Bundesliga","cached",306,0,3,19,3,1,"SOME_DATED_MATCHES"
"Germany","1987-88",1987,"1987–88 Bundesliga","https://en.wikipedia.org/wiki/1987%E2%80%9388_Bundesliga","cached",,1,3,20,3,,"SOME_DATED_MATCHES_EXPECTED_TOTAL_UNKNOWN"
"Germany","1988-89",1988,"1988–89 Bundesliga","https://en.wikipedia.org/wiki/1988%E2%80%9389_Bundesliga","cached",,0,3,19,3,,"SOME_DATED_MATCHES_EXPECTED_TOTAL_UNKNOWN"
"Germany","1989-90",1989,"1989–90 Bundesliga","https://en.wikipedia.org/wiki/1989%E2%80%9390_Bundesliga","cached",,0,3,19,3,,"SOME_DATED_MATCHES_EXPECTED_TOTAL_UNKNOWN"
"Germany","1990-91",1990,"1990–91 Bundesliga","https://en.wikipedia.org/wiki/1990%E2%80%9391_Bundesliga","cached",306,0,3,19,3,1,"SOME_DATED_MATCHES"
"Germany","1991-92",1991,"1991–92 Bundesliga","https://en.wikipedia.org/wiki/1991%E2%80%9392_Bundesliga","cached",,0,2,22,2,,"SOME_DATED_MATCHES_EXPECTED_TOTAL_UNKNOWN"
"Germany","1992-93",1992,"1992–93 Bundesliga","https://en.wikipedia.org/wiki/1992%E2%80%9393_Bundesliga","cached",306,0,3,19,3,1,"SOME_DATED_MATCHES"
"Germany","1993-94",1993,"1993–94 Bundesliga","https://en.wikipedia.org/wiki/1993%E2%80%9394_Bundesliga","cached",306,0,0,22,0,0,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"Germany","1994-95",1994,"1994–95 Bundesliga","https://en.wikipedia.org/wiki/1994%E2%80%9395_Bundesliga","cached",,0,3,19,3,,"SOME_DATED_MATCHES_EXPECTED_TOTAL_UNKNOWN"
"Germany","1995-96",1995,"1995–96 Bundesliga","https://en.wikipedia.org/wiki/1995%E2%80%9396_Bundesliga","cached",,0,3,19,3,,"SOME_DATED_MATCHES_EXPECTED_TOTAL_UNKNOWN"
"Germany","1996-97",1996,"1996–97 Bundesliga","https://en.wikipedia.org/wiki/1996%E2%80%9397_Bundesliga","cached",306,0,2,20,2,0.7,"SOME_DATED_MATCHES"
"Germany","1997-98",1997,"1997–98 Bundesliga","https://en.wikipedia.org/wiki/1997%E2%80%9398_Bundesliga","cached",306,0,2,20,2,0.7,"SOME_DATED_MATCHES"
"Germany","1998-99",1998,"1998–99 Bundesliga","https://en.wikipedia.org/wiki/1998%E2%80%9399_Bundesliga","cached",306,0,3,19,3,1,"SOME_DATED_MATCHES"
"Germany","1999-00",1999,"1999–00 Bundesliga","https://en.wikipedia.org/wiki/1999%E2%80%9300_Bundesliga","download_failed",,,,,,,"PAGE_MISSING_OR_FAILED"
"Germany","2000-01",2000,"2000–01 Bundesliga","https://en.wikipedia.org/wiki/2000%E2%80%9301_Bundesliga","cached",306,0,2,20,2,0.7,"SOME_DATED_MATCHES"
"Germany","2001-02",2001,"2001–02 Bundesliga","https://en.wikipedia.org/wiki/2001%E2%80%9302_Bundesliga","cached",306,0,0,19,0,0,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"Germany","2002-03",2002,"2002–03 Bundesliga","https://en.wikipedia.org/wiki/2002%E2%80%9303_Bundesliga","cached",306,0,10,19,10,3.3,"SOME_DATED_MATCHES"
"Germany","2003-04",2003,"2003–04 Bundesliga","https://en.wikipedia.org/wiki/2003%E2%80%9304_Bundesliga","cached",306,0,0,19,0,0,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"Germany","2004-05",2004,"2004–05 Bundesliga","https://en.wikipedia.org/wiki/2004%E2%80%9305_Bundesliga","cached",306,0,0,19,0,0,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"Germany","2005-06",2005,"2005–06 Bundesliga","https://en.wikipedia.org/wiki/2005%E2%80%9306_Bundesliga","cached",306,0,0,19,0,0,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"Germany","2006-07",2006,"2006–07 Bundesliga","https://en.wikipedia.org/wiki/2006%E2%80%9307_Bundesliga","cached",306,0,0,22,0,0,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"Germany","2007-08",2007,"2007–08 Bundesliga","https://en.wikipedia.org/wiki/2007%E2%80%9308_Bundesliga","cached",306,0,3,19,3,1,"SOME_DATED_MATCHES"
"Germany","2008-09",2008,"2008–09 Bundesliga","https://en.wikipedia.org/wiki/2008%E2%80%9309_Bundesliga","cached",306,0,3,23,3,1,"SOME_DATED_MATCHES"
"Germany","2009-10",2009,"2009–10 Bundesliga","https://en.wikipedia.org/wiki/2009%E2%80%9310_Bundesliga","cached",306,0,0,26,0,0,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"Italy","1929-30",1929,"1929–30 Serie A","https://en.wikipedia.org/wiki/1929%E2%80%9330_Serie_A","cached",306,0,0,18,0,0,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"Italy","1930-31",1930,"1930–31 Serie A","https://en.wikipedia.org/wiki/1930%E2%80%9331_Serie_A","cached",306,0,0,18,0,0,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"Italy","1931-32",1931,"1931–32 Serie A","https://en.wikipedia.org/wiki/1931%E2%80%9332_Serie_A","cached",307,0,0,19,0,0,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"Italy","1932-33",1932,"1932–33 Serie A","https://en.wikipedia.org/wiki/1932%E2%80%9333_Serie_A","cached",306,0,0,18,0,0,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"Italy","1933-34",1933,"1933–34 Serie A","https://en.wikipedia.org/wiki/1933%E2%80%9334_Serie_A","cached",306,0,0,18,0,0,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"Italy","1934-35",1934,"1934–35 Serie A","https://en.wikipedia.org/wiki/1934%E2%80%9335_Serie_A","cached",240,0,0,16,0,0,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"Italy","1935-36",1935,"1935–36 Serie A","https://en.wikipedia.org/wiki/1935%E2%80%9336_Serie_A","cached",240,0,0,16,0,0,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"Italy","1936-37",1936,"1936–37 Serie A","https://en.wikipedia.org/wiki/1936%E2%80%9337_Serie_A","cached",240,0,0,16,0,0,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"Italy","1937-38",1937,"1937–38 Serie A","https://en.wikipedia.org/wiki/1937%E2%80%9338_Serie_A","cached",240,0,0,16,0,0,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"Italy","1938-39",1938,"1938–39 Serie A","https://en.wikipedia.org/wiki/1938%E2%80%9339_Serie_A","cached",240,0,0,16,0,0,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"Italy","1939-40",1939,"1939–40 Serie A","https://en.wikipedia.org/wiki/1939%E2%80%9340_Serie_A","cached",240,0,0,16,0,0,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"Italy","1940-41",1940,"1940–41 Serie A","https://en.wikipedia.org/wiki/1940%E2%80%9341_Serie_A","cached",240,0,0,16,0,0,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"Italy","1941-42",1941,"1941–42 Serie A","https://en.wikipedia.org/wiki/1941%E2%80%9342_Serie_A","cached",240,0,0,16,0,0,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"Italy","1942-43",1942,"1942–43 Serie A","https://en.wikipedia.org/wiki/1942%E2%80%9343_Serie_A","cached",240,0,0,20,0,0,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"Italy","1946-47",1946,"1946–47 Serie A","https://en.wikipedia.org/wiki/1946%E2%80%9347_Serie_A","cached",380,0,0,20,0,0,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"Italy","1947-48",1947,"1947–48 Serie A","https://en.wikipedia.org/wiki/1947%E2%80%9348_Serie_A","cached",420,0,0,21,0,0,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"Italy","1948-49",1948,"1948–49 Serie A","https://en.wikipedia.org/wiki/1948%E2%80%9349_Serie_A","cached",380,0,0,20,0,0,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"Italy","1949-50",1949,"1949–50 Serie A","https://en.wikipedia.org/wiki/1949%E2%80%9350_Serie_A","cached",380,0,0,20,0,0,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"Italy","1950-51",1950,"1950–51 Serie A","https://en.wikipedia.org/wiki/1950%E2%80%9351_Serie_A","cached",380,0,0,20,0,0,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"Italy","1951-52",1951,"1951–52 Serie A","https://en.wikipedia.org/wiki/1951%E2%80%9352_Serie_A","cached",380,0,0,23,0,0,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"Italy","1952-53",1952,"1952–53 Serie A","https://en.wikipedia.org/wiki/1952%E2%80%9353_Serie_A","cached",306,0,0,18,0,0,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"Italy","1953-54",1953,"1953–54 Serie A","https://en.wikipedia.org/wiki/1953%E2%80%9354_Serie_A","cached",306,0,0,21,0,0,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"Italy","1954-55",1954,"1954–55 Serie A","https://en.wikipedia.org/wiki/1954%E2%80%9355_Serie_A","cached",306,0,0,18,0,0,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"Italy","1955-56",1955,"1955–56 Serie A","https://en.wikipedia.org/wiki/1955%E2%80%9356_Serie_A","cached",306,0,0,18,0,0,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"Italy","1956-57",1956,"1956–57 Serie A","https://en.wikipedia.org/wiki/1956%E2%80%9357_Serie_A","cached",306,0,0,18,0,0,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"Italy","1957-58",1957,"1957–58 Serie A","https://en.wikipedia.org/wiki/1957%E2%80%9358_Serie_A","cached",306,0,0,18,0,0,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"Italy","1958-59",1958,"1958–59 Serie A","https://en.wikipedia.org/wiki/1958%E2%80%9359_Serie_A","cached",306,0,0,18,0,0,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"Italy","1959-60",1959,"1959–60 Serie A","https://en.wikipedia.org/wiki/1959%E2%80%9360_Serie_A","cached",306,0,0,18,0,0,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"Italy","1960-61",1960,"1960–61 Serie A","https://en.wikipedia.org/wiki/1960%E2%80%9361_Serie_A","cached",306,0,0,18,0,0,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"Italy","1961-62",1961,"1961–62 Serie A","https://en.wikipedia.org/wiki/1961%E2%80%9362_Serie_A","cached",306,0,0,18,0,0,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"Italy","1962-63",1962,"1962–63 Serie A","https://en.wikipedia.org/wiki/1962%E2%80%9363_Serie_A","cached",306,0,0,18,0,0,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"Italy","1963-64",1963,"1963–64 Serie A","https://en.wikipedia.org/wiki/1963%E2%80%9364_Serie_A","cached",306,0,0,18,0,0,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"Italy","1964-65",1964,"1964–65 Serie A","https://en.wikipedia.org/wiki/1964%E2%80%9365_Serie_A","cached",306,0,0,18,0,0,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"Italy","1965-66",1965,"1965–66 Serie A","https://en.wikipedia.org/wiki/1965%E2%80%9366_Serie_A","cached",306,0,0,18,0,0,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"Italy","1966-67",1966,"1966–67 Serie A","https://en.wikipedia.org/wiki/1966%E2%80%9367_Serie_A","cached",306,0,0,18,0,0,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"Italy","1967-68",1967,"1967–68 Serie A","https://en.wikipedia.org/wiki/1967%E2%80%9368_Serie_A","cached",240,0,0,16,0,0,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"Italy","1968-69",1968,"1968–69 Serie A","https://en.wikipedia.org/wiki/1968%E2%80%9369_Serie_A","cached",240,0,0,16,0,0,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"Italy","1969-70",1969,"1969–70 Serie A","https://en.wikipedia.org/wiki/1969%E2%80%9370_Serie_A","cached",240,0,0,16,0,0,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"Italy","1970-71",1970,"1970–71 Serie A","https://en.wikipedia.org/wiki/1970%E2%80%9371_Serie_A","cached",240,0,0,16,0,0,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"Italy","1971-72",1971,"1971–72 Serie A","https://en.wikipedia.org/wiki/1971%E2%80%9372_Serie_A","cached",240,0,0,16,0,0,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"Italy","1972-73",1972,"1972–73 Serie A","https://en.wikipedia.org/wiki/1972%E2%80%9373_Serie_A","cached",240,0,0,16,0,0,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"Italy","1973-74",1973,"1973–74 Serie A","https://en.wikipedia.org/wiki/1973%E2%80%9374_Serie_A","cached",240,0,0,16,0,0,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"Italy","1974-75",1974,"1974–75 Serie A","https://en.wikipedia.org/wiki/1974%E2%80%9375_Serie_A","cached",240,0,0,16,0,0,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"Italy","1975-76",1975,"1975–76 Serie A","https://en.wikipedia.org/wiki/1975%E2%80%9376_Serie_A","cached",240,0,0,16,0,0,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"Italy","1976-77",1976,"1976–77 Serie A","https://en.wikipedia.org/wiki/1976%E2%80%9377_Serie_A","cached",240,0,0,16,0,0,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"Italy","1977-78",1977,"1977–78 Serie A","https://en.wikipedia.org/wiki/1977%E2%80%9378_Serie_A","cached",240,0,0,16,0,0,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"Italy","1978-79",1978,"1978–79 Serie A","https://en.wikipedia.org/wiki/1978%E2%80%9379_Serie_A","cached",240,0,0,16,0,0,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"Italy","1979-80",1979,"1979–80 Serie A","https://en.wikipedia.org/wiki/1979%E2%80%9380_Serie_A","cached",240,0,0,16,0,0,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"Italy","1980-81",1980,"1980–81 Serie A","https://en.wikipedia.org/wiki/1980%E2%80%9381_Serie_A","cached",240,0,0,16,0,0,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"Italy","1981-82",1981,"1981–82 Serie A","https://en.wikipedia.org/wiki/1981%E2%80%9382_Serie_A","cached",240,0,0,16,0,0,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"Italy","1982-83",1982,"1982–83 Serie A","https://en.wikipedia.org/wiki/1982%E2%80%9383_Serie_A","cached",240,0,0,16,0,0,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"Italy","1983-84",1983,"1983–84 Serie A","https://en.wikipedia.org/wiki/1983%E2%80%9384_Serie_A","cached",240,0,0,16,0,0,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"Italy","1984-85",1984,"1984–85 Serie A","https://en.wikipedia.org/wiki/1984%E2%80%9385_Serie_A","cached",240,0,0,16,0,0,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"Italy","1985-86",1985,"1985–86 Serie A","https://en.wikipedia.org/wiki/1985%E2%80%9386_Serie_A","cached",240,0,0,16,0,0,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"Italy","1986-87",1986,"1986–87 Serie A","https://en.wikipedia.org/wiki/1986%E2%80%9387_Serie_A","cached",240,0,0,16,0,0,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"Italy","1987-88",1987,"1987–88 Serie A","https://en.wikipedia.org/wiki/1987%E2%80%9388_Serie_A","cached",240,1,0,17,1,0.4,"SOME_DATED_MATCHES"
"Italy","1988-89",1988,"1988–89 Serie A","https://en.wikipedia.org/wiki/1988%E2%80%9389_Serie_A","cached",306,0,0,18,0,0,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"Italy","1989-90",1989,"1989–90 Serie A","https://en.wikipedia.org/wiki/1989%E2%80%9390_Serie_A","cached",306,0,0,18,0,0,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"Italy","1990-91",1990,"1990–91 Serie A","https://en.wikipedia.org/wiki/1990%E2%80%9391_Serie_A","cached",306,0,0,18,0,0,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"Italy","1991-92",1991,"1991–92 Serie A","https://en.wikipedia.org/wiki/1991%E2%80%9392_Serie_A","cached",306,0,0,18,0,0,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"Italy","1992-93",1992,"1992–93 Serie A","https://en.wikipedia.org/wiki/1992%E2%80%9393_Serie_A","cached",306,0,0,18,0,0,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
