EntryCountry,EntryTier,Team,EntryDate,EntryYear,InitialRating,EntryPeriod,R100,R20,R50,Change20,Change50,Change100,EntrySeasonStart,CoverageStartSeason,CoverageEntry
Czechia,1,Slavia Prague,1993-08-14,1993,2430,1990-1999,2607.88390412892,2503.8604665311,2556.69008027199,73.8604665311,126.69008027199,177.88390412892,1993,1993,TRUE
Czechia,1,Slovan Liberec,1993-08-14,1993,2430,1990-1999,2509.12872053692,2455.00480585092,2486.09624869975,25.0048058509201,56.0962486997501,79.1287205369199,1993,1993,TRUE
Czechia,1,Slovácko,2004-08-07,2004,2430,2000-2009,2368.71222392529,2452.1442974843,2441.54914557909,22.1442974842998,11.5491455790898,-61.2877760747101,2004,1993,FALSE
Czechia,1,Sparta Prague,1993-08-14,1993,2430,1990-1999,2535.44435677596,2517.77271609902,2553.15430123586,87.7727160990198,123.15430123586,105.44435677596,1993,1993,TRUE
Czechia,1,Teplice,1996-08-11,1996,2430,1990-1999,2511.19448034122,2409.72555260214,2394.51170948498,-20.2744473978601,-35.4882905150198,81.1944803412198,1996,1993,FALSE
Czechia,1,Viktoria Plzeň,1993-08-14,1993,2430,1990-1999,2428.0685107129,2452.05594264727,2428.05359990133,22.0559426472701,-1.94640009866998,-1.93148928709979,1993,1993,TRUE
Czechia,1,Viktoria Zizkov,1993-08-14,1993,2430,1990-1999,2414.84690855929,2407.68031946732,2467.88971816093,-22.3196805326802,37.88971816093,-15.1530914407099,1993,1993,TRUE
Czechia,1,Vysocina Jihlava,2005-08-05,2005,2430,2000-2009,2434.67776502759,2414.76069799735,2442.9249069906,-15.2393020026502,12.9249069906,4.67776502758989,2005,1993,FALSE
Czechia,1,Zbrojovka Brno,1993-08-14,1993,2430,1990-1999,2510.04370341189,2396.75950161202,2469.39692995974,-33.2404983879801,39.3969299597402,80.04370341189,1993,1993,TRUE
Czechia,1,Zlín,1993-08-15,1993,2430,1990-1999,2377.87942706876,2447.31187049357,2400.70904101391,17.31187049357,-29.2909589860901,-52.1205729312401,1993,1993,TRUE
Czechia,1,České Budějovice,1993-08-15,1993,2430,1990-1999,2447.2572466689,2459.52686433542,2462.74085900929,29.5268643354202,32.74085900929,17.2572466688998,1993,1993,TRUE
England,1,Accrington FC,1888-09-08,1888,2750,Before 1990,2691.75205938599,2732.16966636357,2723.66708534215,-17.8303336364302,-26.3329146578499,-58.2479406140101,1888,1888,TRUE
England,1,Arsenal,1904-09-03,1904,2750,Before 1990,2794.72741731282,2776.76916070591,2719.13048529354,26.7691607059101,-30.86951470646,44.7274173128199,1904,1888,FALSE
England,1,Aston Villa,1888-09-08,1888,2750,Before 1990,2739.23173899419,2815.19917108336,2714.93989782475,65.19917108336,-35.06010217525,-10.76826100581,1888,1888,TRUE
England,1,Barnsley,1997-08-09,1997,2750,1990-1999,2721.96596212523,2710.8767879413,2698.63493311974,-39.1232120587001,-51.3650668802602,-28.0340378747701,1997,1888,FALSE
England,1,Birmingham City,1894-09-01,1894,2750,Before 1990,2702.46609571657,2741.53598976499,2685.13969258537,-8.46401023500994,-64.8603074146299,-47.5339042834298,1894,1888,FALSE
England,1,Blackburn Rovers,1888-09-15,1888,2750,Before 1990,2727.41093366166,2779.70193119631,2798.92011623608,29.7019311963099,48.9201162360801,-22.5890663383402,1888,1888,TRUE
England,1,Blackpool,1930-08-30,1930,2750,Before 1990,2722.91167936793,2725.4339080834,2725.83179838976,-24.5660919165998,-24.16820161024,-27.08832063207,1930,1888,FALSE
England,1,Bolton Wanderers,1888-09-08,1888,2750,Before 1990,2839.95903273184,2748.23341940283,2740.74310360647,-1.7665805971701,-9.25689639353004,89.9590327318401,1888,1888,TRUE
England,1,Bradford City,1908-09-02,1908,2750,Before 1990,2806.47427552745,2726.63314131521,2798.94164274973,-23.3668586847898,48.9416427497299,56.4742755274501,1908,1888,FALSE
England,1,Bradford Park Avenue,1914-09-05,1914,2750,Before 1990,2697.35364943428,2795.78644842401,2782.55208119984,45.7864484240099,32.5520811998399,-52.6463505657198,1914,1888,FALSE
England,1,Brentford,1935-08-31,1935,2750,Before 1990,2843.29043341486,2718.66396304497,2835.41937573493,-31.3360369550301,85.4193757349299,93.2904334148602,1935,1888,FALSE
England,1,Brighton & Hove Albion,1979-08-18,1979,2750,Before 1990,2801.06784905949,2754.05118585946,2774.04294210173,4.05118585946002,24.0429421017302,51.0678490594901,1979,1888,FALSE
England,1,Bristol City,1906-09-01,1906,2750,Before 1990,2795.32865638314,2785.45816793821,2829.45341122122,35.45816793821,79.45341122122,45.3286563831398,1906,1888,FALSE
England,1,Burnley,1888-09-08,1888,2750,Before 1990,2726.81399060029,2736.72781227114,2686.25009052595,-13.27218772886,-63.7499094740501,-23.1860093997102,1888,1888,TRUE
England,1,Bury,1895-09-05,1895,2750,Before 1990,2737.1057314661,2737.39248628407,2750.71326174101,-12.6075137159301,0.713261741009774,-12.8942685338998,1895,1888,FALSE
England,1,Cardiff City,1921-08-27,1921,2750,Before 1990,2861.147187821,2772.28136059855,2812.93544228338,22.2813605985498,62.9354422833799,111.147187821,1921,1888,FALSE
England,1,Carlisle United,1974-08-17,1974,2750,Before 1990,2346.87419159758,2713.41266000376,2649.87751663539,-36.5873399962402,-100.12248336461,-403.12580840242,1974,1888,FALSE
England,1,Charlton Athletic,1936-08-29,1936,2750,Before 1990,2842.22173527381,2791.38263674637,2873.83359497792,41.3826367463698,123.83359497792,92.2217352738098,1936,1888,FALSE
England,1,Chelsea,1907-09-07,1907,2750,Before 1990,2727.74177282954,2759.23426112,2755.87396744541,9.23426112000016,5.87396744541002,-22.25822717046,1907,1888,FALSE
England,1,Coventry City,1967-08-19,1967,2750,Before 1990,2792.60852053222,2714.50167626156,2745.35996402847,-35.4983237384399,-4.64003597152987,42.6085205322202,1967,1888,FALSE
England,1,Crystal Palace,1969-08-09,1969,2750,Before 1990,2701.95439544467,2731.1857545685,2756.24655438824,-18.8142454314998,6.24655438823993,-48.0456045553301,1969,1888,FALSE
England,1,Darwen,1891-09-05,1891,2750,Before 1990,,2668.2903142594,2637.70723030962,-81.7096857406,-112.29276969038,,1891,1888,FALSE
England,1,Derby County,1888-09-08,1888,2750,Before 1990,2697.11920727769,2724.392661731,2690.23865587001,-25.6073382690001,-59.76134412999,-52.8807927223102,1888,1888,TRUE
England,1,Everton,1888-09-08,1888,2750,Before 1990,2794.73410804137,2725.81331327341,2843.77503775531,-24.1866867265899,93.7750377553102,44.7341080413698,1888,1888,TRUE
England,1,Fulham,1949-08-20,1949,2750,Before 1990,2703.45572019455,2765.63419303824,2742.46928950463,15.63419303824,-7.53071049536993,-46.5442798054501,1949,1888,FALSE
England,1,Glossop North End,1899-09-02,1899,2750,Before 1990,,2681.82533223523,,-68.1746677647702,,,1899,1888,FALSE
England,1,Grimsby Town,1901-09-03,1901,2750,Before 1990,2707.9697661652,2727.37945312497,2706.81427915064,-22.62054687503,-43.1857208493602,-42.0302338348001,1901,1888,FALSE
England,1,Huddersfield Town,1920-08-28,1920,2750,Before 1990,2781.37084326547,2739.28601410587,2766.17396954667,-10.71398589413,16.1739695466699,31.3708432654698,1920,1888,FALSE
England,1,Ipswich Town,1961-08-19,1961,2750,Before 1990,2702.23014949517,2815.15297042333,2845.96006513356,65.1529704233299,95.96006513356,-47.7698505048302,1961,1888,FALSE
England,1,Leeds United,1924-08-30,1924,2750,Before 1990,2773.46005861126,2740.66205892255,2757.29537241955,-9.33794107745007,7.29537241954995,23.4600586112601,1924,1888,FALSE
England,1,Leicester City,1908-09-01,1908,2750,Before 1990,2770.6945179853,2702.14050581324,2687.78717794579,-47.85949418676,-62.2128220542099,20.6945179853001,1908,1888,FALSE
England,1,Leyton Orient,1962-08-18,1962,2750,Before 1990,2353.88950618855,2699.61908179457,2594.19618165128,-50.3809182054301,-155.80381834872,-396.11049381145,1962,1888,FALSE
England,1,Liverpool,1894-09-01,1894,2750,Before 1990,2758.1511954993,2690.83257312612,2753.41363650032,-59.1674268738798,3.41363650032008,8.15119549929977,1894,1888,FALSE
England,1,Luton Town,1955-08-20,1955,2750,Before 1990,2801.41537185866,2787.10322130162,2809.53411580809,37.1032213016201,59.5341158080901,51.4153718586599,1955,1888,FALSE
England,1,Manchester City,1899-09-02,1899,2750,Before 1990,2744.98568992368,2742.49884830259,2770.14271959053,-7.50115169741002,20.1427195905299,-5.01431007631982,1899,1888,FALSE
England,1,Manchester United,1892-09-03,1892,2750,Before 1990,2777.48992080255,2702.68115224783,2616.9820106406,-47.3188477521699,-133.0179893594,27.4899208025499,1892,1888,FALSE
England,1,Middlesbrough,1902-09-01,1902,2750,Before 1990,2735.2695342806,2735.8716415926,2769.47451735788,-14.1283584073999,19.4745173578799,-14.7304657193999,1902,1888,FALSE
England,1,Millwall,1988-08-27,1988,2750,Before 1990,2611.95817122938,2807.98562972208,2787.46283134918,57.9856297220799,37.4628313491799,-138.04182877062,1988,1888,FALSE
England,1,Newcastle United,1898-09-03,1898,2750,Before 1990,2801.26828874048,2723.22407314397,2747.88566806317,-26.7759268560299,-2.11433193682979,51.2682887404799,1898,1888,FALSE
England,1,Northampton Town,1965-08-21,1965,2750,Before 1990,2491.92304636151,2735.71176222521,2693.69633543088,-14.2882377747901,-56.30366456912,-258.07695363849,1965,1888,FALSE
England,1,Norwich City,1972-08-12,1972,2750,Before 1990,2739.99244331182,2784.6299730418,2719.33345146633,34.6299730418,-30.6665485336698,-10.0075566881801,1972,1888,FALSE
England,1,Nottingham Forest,1892-09-03,1892,2750,Before 1990,2729.51196852002,2734.68677904685,2779.67950097006,-15.31322095315,29.67950097006,-20.4880314799798,1892,1888,FALSE
England,1,Notts County,1888-09-15,1888,2750,Before 1990,2771.97465603313,2694.60727669982,2695.18268413096,-55.39272330018,-54.8173158690402,21.97465603313,1888,1888,TRUE
England,1,Oldham Athletic,1910-09-03,1910,2750,Before 1990,2814.45596300889,2761.71608311644,2790.08631917984,11.7160831164401,40.0863191798399,64.4559630088902,1910,1888,FALSE
England,1,Oxford United,1985-08-17,1985,2750,Before 1990,2768.23768634018,2744.60657435476,2769.12539993986,-5.39342564523986,19.12539993986,18.2376863401801,1985,1888,FALSE
England,1,Portsmouth,1927-08-27,1927,2750,Before 1990,2746.22330859326,2730.7975842845,2772.81693650626,-19.2024157155001,22.8169365062599,-3.77669140674016,1927,1888,FALSE
England,1,Preston North End,1888-09-08,1888,2750,Before 1990,2913.88122444078,2868.67878418654,2921.41043965788,118.67878418654,171.41043965788,163.88122444078,1888,1888,TRUE
England,1,Queens Park Rangers,1968-08-10,1968,2750,Before 1990,2773.22036640482,2710.16431912747,2664.43163156853,-39.8356808725298,-85.56836843147,23.2203664048202,1968,1888,FALSE
England,1,Sheffield United,1893-09-02,1893,2750,Before 1990,2788.7127293081,2747.56370558701,2737.47109169814,-2.43629441298981,-12.5289083018602,38.7127293080998,1893,1888,FALSE
England,1,Sheffield Wednesday,1892-09-03,1892,2750,Before 1990,2750.20737306465,2779.37882516348,2690.1022633834,29.3788251634801,-59.8977366166,0.207373064649801,1892,1888,FALSE
England,1,Southampton,1966-08-20,1966,2750,Before 1990,2755.77594248769,2749.95650335712,2769.57430094317,-0.0434966428801999,19.5743009431699,5.77594248768992,1966,1888,FALSE
England,1,Stoke City,1888-09-08,1888,2750,Before 1990,2683.42519465833,2679.87963864484,2626.99003302438,-70.1203613551602,-123.00996697562,-66.5748053416701,1888,1888,TRUE
England,1,Sunderland,1890-09-13,1890,2750,Before 1990,2892.53619992784,2769.56487518452,2892.74647702292,19.5648751845201,142.74647702292,142.53619992784,1890,1888,FALSE
England,1,Swansea City,1981-08-29,1981,2750,Before 1990,2617.01392431296,2801.21501134916,2812.15841679899,51.2150113491598,62.15841679899,-132.98607568704,1981,1888,FALSE
England,1,Swindon Town,1993-08-14,1993,2750,1990-1999,2598.96376005354,2709.10526009858,2689.68584268684,-40.8947399014201,-60.3141573131602,-151.03623994646,1993,1888,FALSE
England,1,Tottenham Hotspur,1909-09-01,1909,2750,Before 1990,2757.61490007512,2709.27876890356,2744.84291258765,-40.7212310964401,-5.15708741234994,7.6149000751202,1909,1888,FALSE
England,1,Watford,1982-08-28,1982,2750,Before 1990,2807.94558930948,2803.58488030265,2811.29757675524,53.5848803026502,61.2975767552398,57.9455893094801,1982,1888,FALSE
England,1,West Bromwich Albion,1888-09-08,1888,2750,Before 1990,2702.35800058387,2734.93243837496,2758.61331645142,-15.0675616250401,8.61331645141991,-47.6419994161302,1888,1888,TRUE
England,1,West Ham United,1923-08-25,1923,2750,Before 1990,2793.93047461301,2749.28358568004,2796.63351774837,-0.716414319960222,46.6335177483702,43.9304746130101,1923,1888,FALSE
England,1,Wimbledon,1986-08-23,1986,2750,Before 1990,2836.53600397308,2780.88062338964,2853.4746231,30.8806233896398,103.4746231,86.5360039730799,1986,1888,FALSE
England,1,Wolverhampton Wanderers,1888-09-08,1888,2750,Before 1990,2775.82916872234,2776.02586211092,2813.83778851925,26.0258621109201,63.8377885192499,25.82916872234,1888,1888,TRUE
England,2,Crewe Alexandra,1998-08-07,1998,2528,1990-1999,2597.09681010476,2499.53855594691,2609.74744523507,-28.46144405309,81.7474452350698,69.0968101047602,1998,1998,TRUE
England,2,Port Vale,1998-08-07,1998,2528,1990-1999,2514.62225896101,2556.79588749764,2577.04535143256,28.7958874976398,49.04535143256,-13.3777410389898,1998,1998,TRUE
England,2,Stockport County,1998-08-07,1998,2528,1990-1999,2600.58199591544,2586.88188815945,2634.37764475146,58.8818881594502,106.37764475146,72.5819959154401,1998,1998,TRUE
England,2,Tranmere Rovers,1998-08-07,1998,2528,1990-1999,2671.68005537744,2579.11402978416,2617.06955956275,51.1140297841598,89.0695595627499,143.68005537744,1998,1998,TRUE
England,3,Bournemouth,1998-08-07,1998,2350,1990-1999,2476.40561876892,2441.25055048374,2503.37032336936,91.25055048374,153.37032336936,126.40561876892,1998,1998,TRUE
England,3,Bristol Rovers,1998-08-07,1998,2350,1990-1999,2547.85645126264,2398.69873458265,2480.2560753441,48.6987345826501,130.2560753441,197.85645126264,1998,1998,TRUE
England,3,Chesterfield,1998-08-07,1998,2350,1990-1999,2424.95774321032,2432.64498671583,2447.50524578086,82.6449867158299,97.5052457808602,74.9577432103201,1998,1998,TRUE
England,3,Colchester United,1998-08-07,1998,2350,1990-1999,2452.25408345952,2406.65342038084,2434.75291385714,56.6534203808401,84.7529138571399,102.25408345952,1998,1998,TRUE
England,3,Gillingham,1998-08-07,1998,2350,1990-1999,2623.06096153559,2451.55324523989,2521.32191892596,101.55324523989,171.32191892596,273.06096153559,1998,1998,TRUE
England,3,Lincoln City,1998-08-07,1998,2350,1990-1999,2303.54014845307,2327.37353922326,2392.99969684976,-22.6264607767398,42.9996968497599,-46.4598515469302,1998,1998,TRUE
England,3,Macclesfield Town,1998-08-07,1998,2350,1990-1999,2307.28168609841,2373.5175606342,2386.85095589034,23.5175606342,36.8509558903402,-42.7183139015901,1998,1998,TRUE
England,3,Milton Keynes Dons,2004-08-07,2004,2350,2000-2009,2433.48271717466,2351.30882894276,2422.26052076633,1.3088289427601,72.2605207663301,83.4827171746601,2004,1998,FALSE
England,3,Reading,1998-08-07,1998,2350,1990-1999,2525.15867866632,2424.13543367857,2430.4766084942,74.1354336785698,80.4766084941998,175.15867866632,1998,1998,TRUE
England,3,Walsall,1998-08-07,1998,2350,1990-1999,2602.63865707112,2468.15748442687,2561.73451386994,118.15748442687,211.73451386994,252.63865707112,1998,1998,TRUE
England,3,Wigan Athletic,1998-08-07,1998,2350,1990-1999,2599.35452948439,2444.97453674404,2569.23223563269,94.97453674404,219.23223563269,249.35452948439,1998,1998,TRUE
England,3,Wrexham,1998-08-07,1998,2350,1990-1999,2505.02166715679,2401.37855942008,2461.64697773761,51.3785594200799,111.64697773761,155.02166715679,1998,1998,TRUE
England,3,Wycombe Wanderers,1998-08-07,1998,2350,1990-1999,2492.62706639625,2372.0801447921,2459.13139770005,22.0801447920999,109.13139770005,142.62706639625,1998,1998,TRUE
England,3,York City,1998-08-07,1998,2350,1990-1999,2285.85104893193,2380.75592658946,2380.7762458842,30.7559265894602,30.7762458841999,-64.1489510680699,1998,1998,TRUE
England,4,Barnet,1998-08-07,1998,2150,1990-1999,2303.65276936912,2148.7518185556,2247.6223961575,-1.24818144439996,97.6223961575001,153.65276936912,1998,1998,TRUE
England,4,Boston United,2002-08-10,2002,2150,2000-2009,2304.14183910226,2167.16842634104,2269.6263894758,17.1684263410398,119.6263894758,154.14183910226,2002,1998,FALSE
England,4,Cambridge United,1998-08-07,1998,2150,1990-1999,2458.11120322544,2230.91608084621,2318.43277905384,80.9160808462102,168.43277905384,308.11120322544,1998,1998,TRUE
England,4,Cheltenham Town,1999-08-06,1999,2150,1990-1999,2305.92450520913,2202.87481066571,2309.79170682514,52.8748106657099,159.79170682514,155.92450520913,1999,1998,FALSE
England,4,Chester City,1998-08-07,1998,2150,1990-1999,2214.78152748121,2189.75356475527,2204.17760635951,39.75356475527,54.1776063595098,64.7815274812101,1998,1998,TRUE
England,4,Darlington,1998-08-07,1998,2150,1990-1999,2338.38136357363,2221.53144944525,2292.72615999233,71.53144944525,142.72615999233,188.38136357363,1998,1998,TRUE
England,4,Doncaster Rovers,2003-08-09,2003,2150,2000-2009,2455.43031660397,2280.15760108826,2372.71997636366,130.15760108826,222.71997636366,305.43031660397,2003,1998,FALSE
England,4,Exeter City,1998-08-07,1998,2150,1990-1999,2225.06638914958,2187.9367938777,2274.5893052886,37.9367938777,124.5893052886,75.0663891495801,1998,1998,TRUE
England,4,Halifax Town,1998-08-07,1998,2150,1990-1999,2182.53334308868,2251.45944487225,2227.83948822012,101.45944487225,77.8394882201201,32.5333430886799,1998,1998,TRUE
England,4,Hartlepool United,1998-08-07,1998,2150,1990-1999,2310.0265410271,2194.90554372759,2191.88894524461,44.9055437275902,41.8889452446101,160.0265410271,1998,1998,TRUE
England,4,Hull City,1998-08-07,1998,2150,1990-1999,2281.5311881215,2123.3242593807,2212.17998957846,-26.6757406193001,62.1799895784602,131.5311881215,1998,1998,TRUE
England,4,Kidderminster Harriers,2000-08-12,2000,2150,2000-2009,2276.54493710948,2234.14329049077,2218.24585552214,84.1432904907702,68.2458555221401,126.54493710948,2000,1998,FALSE
England,4,Mansfield Town,1998-08-07,1998,2150,1990-1999,2237.90003250047,2227.34563485169,2215.32834836385,77.3456348516902,65.3283483638502,87.9000325004699,1998,1998,TRUE
England,4,Peterborough United,1998-08-07,1998,2150,1990-1999,2375.41027192997,2192.53075687156,2282.53622461783,42.5307568715598,132.53622461783,225.41027192997,1998,1998,TRUE
England,4,Plymouth Argyle,1998-08-07,1998,2150,1990-1999,2288.30109861783,2182.00535598433,2233.24667676961,32.00535598433,83.2466767696101,138.30109861783,1998,1998,TRUE
England,4,Rochdale,1998-08-07,1998,2150,1990-1999,2328.15883157644,2195.52860735017,2226.76869284675,45.5286073501702,76.7686928467501,178.15883157644,1998,1998,TRUE
England,4,Rotherham United,1998-08-07,1998,2150,1990-1999,2408.93483755042,2220.59987131599,2279.01866552476,70.5998713159902,129.01866552476,258.93483755042,1998,1998,TRUE
England,4,Rushden & Diamonds,2001-08-11,2001,2150,2000-2009,2437.12259390609,2236.1087597478,2334.14707646415,86.1087597477999,184.14707646415,287.12259390609,2001,1998,FALSE
England,4,Scarborough,1998-08-07,1998,2150,1990-1999,,2131.33237800938,2151.44328830455,-18.6676219906199,1.44328830455015,,1998,1998,TRUE
England,4,Scunthorpe United,1998-08-07,1998,2150,1990-1999,2332.17892433504,2210.58325215612,2273.32527943201,60.5832521561201,123.32527943201,182.17892433504,1998,1998,TRUE
England,4,Shrewsbury Town,1998-08-07,1998,2150,1990-1999,2214.75988972148,2196.16597724765,2194.1258388595,46.1659772476501,44.1258388595002,64.7598897214798,1998,1998,TRUE
England,4,Southend United,1998-08-07,1998,2150,1990-1999,2244.56971915801,2183.68001740104,2210.04901903014,33.68001740104,60.0490190301398,94.5697191580098,1998,1998,TRUE
England,4,Torquay United,1998-08-07,1998,2150,1990-1999,2287.27946060732,2155.07867495303,2233.57494334817,5.0786749530298,83.5749433481701,137.27946060732,1998,1998,TRUE
England,4,Yeovil Town,2003-08-09,2003,2150,2000-2009,2387.71442855625,2259.65031029294,2301.80676973113,109.65031029294,151.80676973113,237.71442855625,2003,1998,FALSE
England,5,Accrington Stanley,2005-08-13,2005,1950,2000-2009,2239.09169818309,2059.37774096872,2136.60662488825,109.37774096872,186.60662488825,289.09169818309,2005,2005,TRUE
England,5,Aldershot Town,2005-08-13,2005,1950,2000-2009,2071.01089540812,1981.05259379046,2020.51181814786,31.0525937904599,70.5118181478599,121.01089540812,2005,2005,TRUE
England,5,Alfreton Town,2011-08-13,2011,1950,2010-2019,2077.28669101778,1905.69543863856,2018.08618229041,-44.3045613614399,68.0861822904101,127.28669101778,2011,2005,FALSE
England,5,Altrincham,2005-08-13,2005,1950,2000-2009,1928.5666971323,1947.26180307375,1925.77181504375,-2.73819692625011,-24.2281849562501,-21.4333028676999,2005,2005,TRUE
England,5,Barrow,2008-08-08,2008,1950,2000-2009,2020.06967844662,1966.14733707258,1978.39987037703,16.1473370725801,28.3998703770301,70.06967844662,2008,2005,FALSE
England,5,Bath City,2010-08-14,2010,1950,2010-2019,,1994.12026529096,2020.99681113558,44.1202652909601,70.99681113558,,2010,2005,FALSE
England,5,Boreham Wood,2015-08-08,2015,1950,2010-2019,2036.05007217086,1963.27517382662,2041.61056360991,13.2751738266199,91.6105636099101,86.05007217086,2015,2005,FALSE
England,5,Brackley Town,2025-08-09,2025,1950,2020-present,,1970.38205219807,,20.3820521980699,,,2025,2005,FALSE
England,5,Braintree Town,2011-08-13,2011,1950,2010-2019,2081.87747664388,1997.33719281094,2006.05401363666,47.33719281094,56.0540136366601,131.87747664388,2011,2005,FALSE
England,5,Bromley,2015-08-08,2015,1950,2010-2019,2067.41507381591,2032.61160193513,1992.52518761517,82.61160193513,42.5251876151699,117.41507381591,2015,2005,FALSE
England,5,Burton Albion,2005-08-13,2005,1950,2000-2009,2100.40252661409,1969.62045125231,2019.16750470371,19.62045125231,69.1675047037099,150.40252661409,2005,2005,TRUE
England,5,Canvey Island,2005-08-13,2005,1950,2000-2009,,1965.85644574769,,15.85644574769,,,2005,2005,TRUE
England,5,Chester,2015-08-08,2015,1950,2010-2019,1979.61033903978,2006.8755428899,1991.80967125507,56.8755428899001,41.80967125507,29.61033903978,2015,2005,FALSE
England,5,Chorley,2019-08-03,2019,1950,2010-2019,,1946.80922139534,,-3.19077860465995,,,2019,2005,FALSE
England,5,Crawley Town,2005-08-13,2005,1950,2000-2009,2023.90607443908,1944.14381512834,1992.99505247798,-5.85618487165993,42.9950524779799,73.9060744390799,2005,2005,TRUE
England,5,Dagenham & Redbridge,2005-08-13,2005,1950,2000-2009,2161.58291617788,1951.99292276696,2041.3569705389,1.99292276695996,91.3569705389,211.58291617788,2005,2005,TRUE
England,5,Dartford,2012-08-11,2012,1950,2010-2019,1983.33645500775,2023.81666310001,2020.50376542653,73.8166631000099,70.50376542653,33.3364550077499,2012,2005,FALSE
England,5,Dorking Wanderers,2022-08-06,2022,1950,2020-present,,1990.58718753055,2018.59508655609,40.58718753055,68.5950865560901,,2022,2005,FALSE
England,5,Dover Athletic,2014-08-09,2014,1950,2010-2019,2138.09269338433,2008.75939549696,2096.18979662082,58.75939549696,146.18979662082,188.09269338433,2014,2005,FALSE
England,5,Droylsden,2007-08-11,2007,1950,2000-2009,,1890.94189924701,,-59.05810075299,,,2007,2005,FALSE
England,5,Eastbourne Borough,2008-08-09,2008,1950,2000-2009,2013.77647760993,1947.16882620508,1991.12206507563,-2.83117379492001,41.12206507563,63.77647760993,2008,2005,FALSE
England,5,Eastleigh,2014-08-09,2014,1950,2010-2019,2144.1677755407,2054.66104248422,2140.00629167296,104.66104248422,190.00629167296,194.1677755407,2014,2005,FALSE
England,5,Ebbsfleet United,2005-08-13,2005,1950,2000-2009,2045.96214298975,1990.59035542427,1975.55311804504,40.59035542427,25.55311804504,95.96214298975,2005,2005,TRUE
England,5,Farsley,2007-08-11,2007,1950,2000-2009,,1921.43883156842,,-28.56116843158,,,2007,2005,FALSE
England,5,Fleetwood Town,2010-08-14,2010,1950,2010-2019,2261.02908119017,2033.86122873736,2096.12884693876,83.8612287373601,146.12884693876,311.02908119017,2010,2005,FALSE
England,5,Forest Green Rovers,2005-08-13,2005,1950,2000-2009,2026.17048431254,1924.22181060526,1893.88091572677,-25.7781893947399,-56.1190842732301,76.1704843125401,2005,2005,TRUE
England,5,Fylde,2017-08-05,2017,1950,2010-2019,2129.63392420844,2025.14317722319,2113.18395038982,75.1431772231899,163.18395038982,179.63392420844,2017,2005,FALSE
England,5,Gateshead,2009-08-08,2009,1950,2000-2009,2049.94283025421,1971.24013116358,1964.33390588534,21.2401311635799,14.3339058853401,99.9428302542101,2009,2005,FALSE
England,5,Grays Athletic,2005-08-13,2005,1950,2000-2009,1995.92576929033,2048.07293805725,2083.79853150414,98.0729380572502,133.79853150414,45.92576929033,2005,2005,TRUE
England,5,Guiseley AFC,2015-08-08,2015,1950,2010-2019,2008.94164044838,2000.17964777367,1968.32407581424,50.17964777367,18.3240758142399,58.94164044838,2015,2005,FALSE
England,5,Harrogate Town,2018-08-04,2018,1950,2010-2019,2168.61656679157,2072.70622735351,2057.01151451158,122.70622735351,107.01151451158,218.61656679157,2018,2005,FALSE
England,5,Havant & Waterlooville,2018-08-04,2018,1950,2010-2019,,1965.02009214325,,15.0200921432499,,,2018,2005,FALSE
England,5,Hayes & Yeading United,2009-08-08,2009,1950,2000-2009,1986.33672965064,1977.48262074744,1988.28131693284,27.48262074744,38.2813169328399,36.3367296506401,2009,2005,FALSE
England,5,Hereford United,2005-08-13,2005,1950,2000-2009,2267.78139389721,2013.70670141302,2132.42569350626,63.70670141302,182.42569350626,317.78139389721,2005,2005,TRUE
England,5,Histon,2007-08-11,2007,1950,2000-2009,2065.95994458516,2003.55746135665,2049.75245297501,53.55746135665,99.7524529750099,115.95994458516,2007,2005,FALSE
England,5,Hyde United,2012-08-11,2012,1950,2010-2019,,1984.1846500108,1990.26251132375,34.1846500107999,40.26251132375,,2012,2005,FALSE
England,5,Kettering Town,2008-08-09,2008,1950,2000-2009,2033.56284724386,2013.10017276741,2079.24371165993,63.10017276741,129.24371165993,83.56284724386,2008,2005,FALSE
England,5,King's Lynn Town,2020-10-03,2020,1950,2020-present,,1964.00520287204,1926.88121512446,14.0052028720399,-23.1187848755401,,2020,2005,FALSE
England,5,Lewes,2008-08-09,2008,1950,2000-2009,,1918.96671904013,,-31.0332809598699,,,2008,2005,FALSE
England,5,Maidenhead United,2017-08-05,2017,1950,2010-2019,2071.94119558896,2009.79521619092,2026.15705608995,59.79521619092,76.15705608995,121.94119558896,2017,2005,FALSE
England,5,Maidstone United,2016-08-06,2016,1950,2010-2019,2012.31382478616,1968.62443211081,2030.0591163989,18.62443211081,80.0591163989,62.31382478616,2016,2005,FALSE
England,5,Morecambe,2005-08-13,2005,1950,2000-2009,2163.99900045181,2013.16636991371,2076.98945641044,63.16636991371,126.98945641044,213.99900045181,2005,2005,TRUE
England,5,Newport County,2010-08-14,2010,1950,2010-2019,2047.92103815587,2038.33452156835,2054.9259245154,88.3345215683501,104.9259245154,97.9210381558701,2010,2005,FALSE
England,5,North Ferriby United,2016-08-06,2016,1950,2010-2019,,1915.65035881863,,-34.3496411813701,,,2016,2005,FALSE
England,5,Northwich Victoria,2006-08-12,2006,1950,2000-2009,1937.08937189697,1967.81901558198,1946.3682113209,17.81901558198,-3.63178867910005,-12.9106281030299,2006,2005,FALSE
