Team,Rating,Games,FirstLeague,FirstTier,FirstMatchDate,EntryRating,IsSeed,Pass,EntryMode,BaseK,NewK,NewGames,SeedModel,RetroGamesN
Tours,2502,118,Division 1,1,1980-07-24,2491.1,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Rouen,2500,266,Division 1,1,1964-08-30,2468.8,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Stade Red Star,2500,34,Division 1,1,1948-08-22,2494.6,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Servette,2498,1861,Swiss Super League,1,1924-09-23,2360.6,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Sheffield United,2496,2347,First Division,1,1893-09-02,2537.5,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
AD Almeria,2496,68,La Liga,1,1979-09-08,2533.1,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Reims,2495,758,Division 1,1,1947-08-24,2573.5,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Eibar,2495,301,La Liga,1,2018-08-19,2562.4,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Córdoba,2491,360,La Liga,1,1962-09-16,2551.2,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Granada,2491,864,La Liga,1,1941-09-28,2557.5,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Utrecht,2490,1798,Eredivisie,1,1970-08-19,2439.6,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Cremonese,2490,532,Serie A,1,1929-10-06,2352.6,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Blackburn Rovers,2490,2164,First Division,1,1888-09-15,2598.9,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Sporting Gijón,2489,1710,La Liga,1,1944-09-24,2571.9,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Red Bull Salzburg,2489,593,Austrian Bundesliga,1,2010-08-01,2386.2,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Elversberg,2488,83,2. Bundesliga,2,2023-08-05,2377.4,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Leicester City,2485,1741,First Division,1,1908-09-01,2487.8,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Derby County,2484,2316,First Division,1,1888-09-08,2490.2,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Famalicão,2484,414,Primeira Liga,1,1946-11-24,2325.5,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Young Boys,2484,2023,Swiss Super League,1,1924-09-30,2382.8,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Stuttgarter Kickers,2482,74,Bundesliga,1,1988-07-23,2477.3,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Beşiktaş,2482,2203,Süper Lig,1,1959-02-21,2489.5,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Atletico Tetuan,2481,30,La Liga,1,1951-09-09,2495.7,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Huesca,2480,303,La Liga,1,2018-08-19,2526.1,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Gueugnon,2478,40,Division 1,1,1995-07-19,2476.4,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Palermo,2478,1087,Serie A,1,1932-09-18,2462.3,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Bradford Park Avenue,2478,122,First Division,1,1914-09-05,2582.6,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Burnley,2477,2083,First Division,1,1888-09-08,2486.3,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Catanzaro,2477,333,Serie A,1,1971-10-03,2446.8,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Karlsruher SC,2476,1040,Bundesliga,1,1963-08-24,2448.2,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Nantes,2476,1766,Division 1,1,1964-08-29,2614.4,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Sabadell,2476,475,La Liga,1,1943-09-26,2513.6,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Accrington FC,2475,122,First Division,1,1888-09-08,2523.7,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
St. Pauli,2473,521,Bundesliga,1,1977-08-06,2467.4,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Samsunspor,2473,1075,Süper Lig,1,1969-09-21,2360.7,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
CS Sedan,2473,364,Division 1,1,1966-08-20,2567.9,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Heidenheim,2473,287,2. Bundesliga,2,2018-08-05,2395.1,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Bury,2472,829,First Division,1,1895-09-05,2550.7,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Troyes,2471,683,Division 1,1,1973-08-07,2512.1,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Piacenza Calcio,2470,272,Serie A,1,1993-08-29,2492.1,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Kaiserslautern,2470,1552,Bundesliga,1,1963-08-24,2437.1,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Heerenveen,2469,1169,Eredivisie,1,1990-08-25,2382,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Bristol City,2469,460,First Division,1,1906-09-01,2629.5,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Siena,2468,345,Serie A,1,2003-08-31,2460,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Basel,2468,2050,Swiss Super League,1,1924-09-30,2354.9,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
SR Colmar,2468,34,Division 1,1,1948-08-22,2471.7,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Real Valladolid,2467,1677,La Liga,1,1948-09-12,2560.9,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Austria Vienna,2467,2295,Austrian Bundesliga,1,1952-08-24,2462.3,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Roubaix,2467,102,Division 1,1,1947-08-24,2491.9,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Salamanca,2467,425,La Liga,1,1974-09-08,2589.9,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Mirandés,2467,272,Segunda División,2,2019-08-17,2480.3,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Preston North End,2466,1821,First Division,1,1888-09-08,2721.4,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Rot-Weiss Essen,2465,245,Bundesliga,1,1966-08-20,2444.4,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Holstein Kiel,2465,263,2. Bundesliga,2,2018-08-03,2357,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Sparta Prague,2465,930,Czech First League,1,1993-08-14,2353.2,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Saint-Étienne,2465,1794,Division 1,1,1947-08-24,2533.9,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Hellas Verona,2465,1047,Serie A,1,1957-09-08,2479.3,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Hannover 96,2463,1016,Bundesliga,1,1964-08-22,2479,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Extremadura,2463,169,La Liga,1,1996-09-01,2524.9,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Sg Wattenscheid 09,2460,140,Bundesliga,1,1990-08-11,2495.8,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Watford,2460,359,First Division,1,1982-08-28,2611.3,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Real Unión,2460,75,La Liga,1,1929-02-10,2476.5,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Gimnàstic,2458,130,La Liga,1,1947-09-21,2560.7,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Portsmouth,2457,1184,First Division,1,1927-08-27,2572.8,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Lb Chateauroux,2457,34,Division 1,1,1997-08-02,2463.4,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Cannes,2457,452,Division 1,1,1947-08-24,2426,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Ponferradina,2457,174,Segunda División,2,2019-08-18,2425.1,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Mulhouse,2455,77,Division 1,1,1982-08-10,2479.7,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
West Bromwich Albion,2455,2754,First Division,1,1888-09-08,2558.6,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Gent,2454,2278,Belgian Pro League,1,1908-10-04,2245.6,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Real Murcia,2453,586,La Liga,1,1940-09-29,2485.2,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Lugano,2453,1414,Swiss Super League,1,1924-08-10,2391.3,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Hércules,2452,635,La Liga,1,1935-11-10,2556.8,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Lucchese,2451,279,Serie A,1,1936-09-13,2456.3,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Hearts,2451,3892,Scottish Premiership,1,1890-08-16,2268,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Amorebieta,2451,88,Segunda División,2,2021-08-14,2419.8,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Queens Park Rangers,2451,748,First Division,1,1968-08-10,2464.4,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
1860 Munich,2450,678,Bundesliga,1,1963-08-24,2520.5,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Málaga,2450,1346,La Liga,1,1949-09-04,2572.8,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Energie Cottbus,2448,211,Bundesliga,1,2000-08-12,2465.9,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Saarbrücken,2447,178,Bundesliga,1,1963-08-24,2421.5,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Castellón,2447,436,La Liga,1,1941-09-28,2620,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Sint-Truiden,2446,1310,Belgian Pro League,1,1957-09-01,2334.1,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Sporting Toulon Var,2446,300,Division 1,1,1964-08-30,2435.3,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Hertha Berlin,2446,1246,Bundesliga,1,1963-08-24,2435.1,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Montpellier,2445,1126,Division 1,1,1947-08-24,2452.8,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Waldhof Mannheim,2445,244,Bundesliga,1,1983-08-13,2521.5,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Sampierdarenese,2444,60,Serie A,1,1935-09-22,2438.2,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
SC Enschede Alt,2443,260,Eredivisie,1,1957-08-25,2468.5,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Europa,2443,58,La Liga,1,1929-02-10,2446.9,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Mechelen,2443,1601,Belgian Pro League,1,1921-09-04,2277.5,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Novara,2443,452,Serie A,1,1936-09-13,2456.2,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Luton Town,2442,733,First Division,1,1955-08-20,2609.5,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Red Star Olympique,2442,224,Division 1,1,1965-08-22,2460.4,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Bolton Wanderers,2441,2402,First Division,1,1888-09-08,2540.7,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Eldense,2441,88,Segunda División,2,2023-08-13,2422.4,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Fortuna Koln,2440,34,Bundesliga,1,1973-08-11,2455.5,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
08 Homburg,2440,106,Bundesliga,1,1986-08-08,2446.3,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Oleksandriya,2440,351,Ukrainian Premier League,1,2001-07-07,2262.6,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Stade Francais,2440,178,Division 1,1,1947-08-24,2476.7,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Stoke City,2440,2112,First Division,1,1888-09-08,2427,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Germinal Ekeren,2439,340,Belgian Pro League,1,1989-08-16,2354.2,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Bochum,2438,1420,Bundesliga,1,1971-08-14,2508.3,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Darmstadt 98,2438,331,Bundesliga,1,1978-08-12,2436.9,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Fortuna Düsseldorf,2438,1018,Bundesliga,1,1966-08-20,2425.9,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Rayo Majadahonda,2438,47,Segunda División,2,2018-08-19,2412.8,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Ac Liguria,2438,150,Serie A,1,1937-09-12,2550.1,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Wrexham,2438,279,National League,5,2018-08-04,1881.8,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Göztepe,2437,959,Süper Lig,1,1959-02-28,2268.4,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Unione Triestina,2437,840,Serie A,1,1929-10-06,2439.4,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Numancia,2437,250,La Liga,1,1999-08-22,2538.5,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Arminia Bielefeld,2436,774,Bundesliga,1,1970-08-15,2443.3,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Istanbul Başakşehir,2436,558,Süper Lig,1,2007-08-10,2333.4,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Dnipro Dnipropetrovsk,2436,791,Ukrainian Premier League,1,1992-03-07,2398.4,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Dunkerque,2435,168,Ligue 2,2,2020-08-22,2326.9,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Thun,2433,500,Swiss Super League,1,1955-12-12,2359.7,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Istres,2433,41,Ligue 1,1,2004-08-07,2443.6,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Pro Vercelli,2433,177,Serie A,1,1929-10-06,2463.5,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Charleroi,2431,1754,Belgian Pro League,1,1937-09-26,2345.7,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Ceuta,2431,12,Segunda División,2,2025-08-15,2393.9,FALSE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Xerxes Dzb,2431,68,Eredivisie,1,1966-08-14,2373.3,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Guingamp,2431,578,Division 1,1,1995-07-19,2539.4,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Avellino,2430,341,Serie A,1,1978-10-01,2536.5,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Cultural Leonesa,2429,14,Segunda División,2,2025-08-15,2393.2,FALSE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Andorra,2428,99,Segunda División,2,2022-08-15,2447.3,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
KFC Uerdingen 05,2428,477,Bundesliga,1,1975-08-09,2462.6,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Metz,2426,1628,Division 1,1,1947-08-24,2438.4,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Schalke 04,2425,1709,Bundesliga,1,1963-08-24,2443.4,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Charlton Athletic,2425,845,First Division,1,1936-08-29,2673.8,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Baník Ostrava,2424,860,Czech First League,1,1993-08-14,2261.2,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Lleida,2424,30,La Liga,1,1950-09-10,2456.7,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Dnipro-1,2423,109,Ukrainian Premier League,1,2019-07-31,2318.5,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Chievo Verona,2423,524,Serie A,1,2001-08-26,2608.9,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Antwerp,2423,2000,Belgian Pro League,1,1904-10-09,2285.1,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Pisa,2423,508,Serie A,1,1968-09-29,2460.5,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Vitória Guimarães,2422,2406,Primeira Liga,1,1942-01-18,2269.9,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Go Ahead Eagles,2421,1083,Eredivisie,1,1963-08-25,2352.2,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Olympique Alès,2421,38,Division 1,1,1947-08-24,2438,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
St. Gallen,2420,1566,Swiss Super League,1,1924-09-14,2284.1,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Modena,2419,592,Serie A,1,1929-10-06,2484.7,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Alemannia Aachen,2419,138,Bundesliga,1,1967-08-19,2499.5,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Zulte Waregem,2419,586,Belgian Pro League,1,2005-08-06,2360.2,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Glossop North End,2418,34,First Division,1,1899-09-02,2458.8,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Alcorcón,2417,217,Segunda División,2,2018-08-18,2420.1,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
FC Sete,2417,102,Division 1,1,1947-08-24,2461.2,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Aris Thessaloniki,2417,179,Super League Greece,1,2018-08-27,2368.8,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Bordeaux,2416,1889,Division 1,1,1953-08-23,2560.1,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Villarreal B,2416,84,Segunda División,2,2022-08-14,2390.5,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Tenerife,2416,804,La Liga,1,1961-09-03,2486.9,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Rapid Vienna,2415,586,Austrian Bundesliga,1,2010-08-01,2382.4,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Gaziantep,2415,158,Süper Lig,1,2019-08-19,2446.5,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Hartberg,2415,262,Austrian Bundesliga,1,2018-08-05,2340.8,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Pau,2415,203,Ligue 2,2,2020-08-22,2380,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Logroñés,2414,402,La Liga,1,1987-08-29,2578.9,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Alanyaspor,2414,260,Süper Lig,1,2016-08-20,2332.3,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Oxford United,2413,222,First Division,1,1985-08-17,2569.1,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Lausanne-Sport,2413,1753,Swiss Super League,1,1924-09-30,2301.9,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
CD Leonesa,2412,30,La Liga,1,1955-09-11,2450.3,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
